"p" "s1" "s2" "Jabd" "Labd" "MeanJ" "VarJ" "MeanL" "VarL"
3 1 2 0.623178805241217 0.767849855147175 0.612285013229936 0.0257217691055984 0.745743542062869 0.0197849798877286
3 1 3 0.886596013777375 0.939889629049112 0.863815847554649 0.0159248355858719 0.921474697950001 0.00661243939226686
3 1 4 0.291007301199247 0.450822084319621 0.313489168686203 0.0809598861965867 0.413071334591736 0.0917223201609169
3 1 5 0.713859416445623 0.833043141806926 0.687773313078737 0.0252964946782327 0.803278273884823 0.0158378909785186
3 1 6 0.85480943738657 0.921722113502935 0.865066861172661 0.0163227142973697 0.922002678745684 0.00692074202465862
3 1 7 0.659520763459078 0.794832795082821 0.693724414553967 0.0184141335518241 0.811226305032503 0.0100144082959636
3 1 8 0.563934301138857 0.721173901906493 0.581751078566087 0.0177569302771249 0.726274478626235 0.0124092585818052
3 1 9 0.398298860317976 0.5696906028049 0.470733209438469 0.0551536604409398 0.606215484303238 0.0465653012844188
3 1 10 0.715822939594033 0.834378563283922 0.690872669289735 0.0254862339637947 0.805463694877252 0.0158594059341943
3 1 11 0.786206896551724 0.88030888030888 0.801707874002555 0.0198263769539324 0.882675359029022 0.00879665615761487
3 1 12 0.712897134076429 0.83238756127736 0.709507189500102 0.0217074484846302 0.820822092308609 0.0117339701557904
3 1 13 0.977228950172704 0.988483352003668 0.913647356928669 0.0105769900379226 0.951512911819636 0.00395951606462513
3 1 14 0.624930074953325 0.769177805969621 0.63935294583174 0.0272215250859855 0.76691502184814 0.0173053246994029
3 1 15 0.296267752945062 0.457108883981654 0.313019019825951 0.0288048039109452 0.451768478519642 0.0384438431553728
3 1 16 0.413885453760668 0.585458252873047 0.465036126417585 0.0732695704358732 0.589230647912609 0.0629774896390424
3 1 17 0.394518125552608 0.565812832868374 0.461846880632154 0.0663170586918777 0.589145742248607 0.0607364294417567
3 1 18 0.302955665024631 0.465028355387524 0.422710013838097 0.0715764673878323 0.546907609064546 0.0650700419551257
3 1 19 0.284052081381354 0.442430779093909 0.309564095869002 0.0223305762870196 0.453427559541422 0.0295005737854789
3 1 20 0.470495779149314 0.639914491181331 0.475445648722039 0.0435081085528334 0.615622523757379 0.0429762592970108
3 1 21 0.0820215410107705 0.151607963246554 0.17001364629941 0.0339920724018049 0.255086193845938 0.0519468249388666
3 1 22 0.451852206873701 0.622449316444795 0.551052679386371 0.0570685088542428 0.679817680448997 0.0410500256866195
3 1 23 0.0909323225009583 0.166705707816038 0.241133991838835 0.0777991973975682 0.322232539540736 0.0895435653959867
3 1 24 0.188433550363845 0.317112471801482 0.412619119110399 0.0358633535658699 0.558372515652625 0.038102086038903
3 1 25 0.268525311812179 0.423366107576634 0.379910024576073 0.0811668686473151 0.493745973952261 0.0781728448273252
3 1 26 0.611376319505144 0.758825002086289 0.623186183349581 0.0643229596173902 0.734440312441678 0.0474056211427975
3 1 27 0.177215189873418 0.301075268817204 0.932240140362093 0.0287308668458171 0.954004681138431 0.0159773292237804
3 1 28 0.342222222222222 0.509933774834437 0.332412817962834 0.0416297855901557 0.462147113609253 0.0593726286966489
3 1 29 0.110479999838615 0.198977018685021 0.117834174775904 0.0106417408873179 0.197608637193655 0.0210796334429412
3 1 30 0.148490326069168 0.258583503402057 0.146268471167695 0.0122603580974265 0.240806813953096 0.0228834946482142
3 1 31 0.0795822746450966 0.147431606676311 0.0873081706956821 0.00506140264280458 0.153263064401654 0.012719031370624
3 1 32 0.265382418125029 0.419450143014089 0.243168953045022 0.0425903764274556 0.35285914087243 0.0556347809741364
3 1 33 0.0998467607218946 0.181564858465118 0.101247862701328 0.00743368672945718 0.174167412502816 0.0158794659348842
3 1 34 0.0473453385607017 0.0904101766963804 0.0496828046677181 0.00141832687923998 0.092295278930838 0.00437565643106109
3 1 35 0.0854819806621741 0.157500506107025 0.0926685773363844 0.00321728989666383 0.164907652133937 0.00829844430126355
3 1 36 0.32934131736527 0.495495495495495 0.31404968901101 0.039157631019671 0.442149869213596 0.0581986011760822
3 1 37 0.586768909486055 0.739577018402895 0.571551917602162 0.0479841222871835 0.701310359504428 0.0361583566266392
3 1 38 0.406491030965576 0.578021504604283 0.389216458407645 0.0367344509282638 0.531972151138574 0.0434829200706672
3 1 39 0.295444870157514 0.456128820243181 0.296499089926883 0.0214496208829407 0.438014591680094 0.0300923206651869
3 1 40 0.481600491491367 0.6501084391604 0.447100879153351 0.0519495172490252 0.585135930995448 0.0449344041125904
3 1 41 0.316979219462747 0.48137315270936 0.3505229479427 0.0423931829258551 0.484960434670918 0.0520909092709389
3 1 42 0.411214062834957 0.582780562728915 0.402394454200343 0.0370519599074714 0.545725320363429 0.0432151247729001
3 1 43 0.456407032444584 0.626757523518001 0.484388560903682 0.0398499702562822 0.628510133220504 0.0331298285874186
3 1 44 0.611564542765656 0.758969965566667 0.616606899080355 0.047545442369693 0.738877994102933 0.0325699200706223
3 1 45 0.456122238282057 0.626488939307998 0.49452571751807 0.0580319301984432 0.627453449150331 0.0470686684839404
3 1 46 0.516109497725155 0.680834067063825 0.515998897218473 0.0413888713085528 0.655914699521368 0.0353815740541932
3 1 47 0.474128143493842 0.643265845763052 0.444977922972734 0.0444061631608618 0.587343311291441 0.039474357493336
3 1 48 0.375904923778235 0.546411190601746 0.391657111835265 0.0380885649029832 0.535699876107771 0.0388889082776699
3 1 49 0.550728731648102 0.710283778727427 0.537121925790683 0.0512814072960277 0.669909428979964 0.0400026423467167
3 1 50 0.0977877094972067 0.178154134266987 0.112989426829784 0.00627841801048603 0.194521131942008 0.0145045103353725
3 1 51 0.0888480558474557 0.163196426480837 0.114474871937769 0.0089616096836973 0.194304081739963 0.0176737912219921
3 1 52 0.0826344310129221 0.152654356162696 0.0935298851686509 0.00482962394711672 0.164271948126951 0.0116136747627042
3 1 53 0.377417173766058 0.548007068525427 0.437805286302213 0.0351082243286999 0.586802601971766 0.0298550495897582
3 1 54 0.0949986804798993 0.173513780744037 0.106325598184092 0.00553031528885662 0.184448295219949 0.0134812256362762
3 1 55 0.154651484791977 0.267875608924263 0.148803408938999 0.012415996615737 0.244095393296307 0.0243420571361377
3 1 56 0.0938661236955968 0.171622690678952 0.101360569220483 0.00470974762323948 0.177312309601776 0.0118508713828202
3 1 57 1 1 0.843422446100176 0.0374509853066638 0.90080847151949 0.0188886278363667
3 1 58 0.927899686520376 0.96260162601626 0.841955197087077 0.0291744434746819 0.903262323757647 0.0143015063867389
3 1 59 0.712960702953381 0.83243089199202 0.685624615631299 0.0263625533222746 0.801166295432332 0.0168218026365486
3 1 60 0.756310894596989 0.861249448401942 0.696845236860191 0.026046490979007 0.809285077346393 0.0164491381683277
3 1 61 0.642219027307979 0.78213565502373 0.570081069276863 0.0771089559992356 0.680268010754986 0.0704307107198682
3 1 62 0.619381875327397 0.764960859157663 0.615255340293977 0.0362941078468457 0.743312241556832 0.0253189775833645
3 1 63 1 1 0.91887846306117 0.0218955316078857 0.949608606699375 0.0115388586575163
3 1 64 0.678945901529058 0.808776388698081 0.644507072765148 0.0326120847944499 0.767173484643235 0.0237627069796527
3 1 65 0.776674656437462 0.874301497602075 0.736496051714738 0.0452920399242183 0.828004718173291 0.0283172518275424
3 1 66 0.893736372276785 0.943886789481971 0.84911684861362 0.0268613543477516 0.908552209244292 0.0126482131532723
3 1 67 0.612719186452306 0.759858494398121 0.602854618885352 0.04902441134401 0.72660390863015 0.0356501693146577
3 1 68 0.700059420981457 0.82357053211388 0.696762564583218 0.0279017626587302 0.808606758202278 0.0170465729215973
3 1 69 0.755641062244533 0.860814979205908 0.744796831851587 0.0365543668558508 0.838825505396846 0.0189145246133604
3 1 70 0.760099413264085 0.863700547294075 0.772310766177541 0.0182817893181072 0.864303689695083 0.00912308032937557
3 1 71 0.616474756421612 0.762739726027397 0.596965824790977 0.0203747229884969 0.736388764004472 0.0162706091531625
3 1 72 0.461538461538462 0.631578947368421 0.452907711165752 0.0313181667309945 0.602624851890321 0.0300562440083431
3 1 73 0.782608695652174 0.878048780487805 0.737096429287122 0.0275667158563509 0.836816361421652 0.0156650916924378
3 1 74 0.405515579245555 0.577034627340418 0.463731091530565 0.0404105990793066 0.608660240930441 0.0341106602612358
3 1 75 0.338735818476499 0.506053268765133 0.3383332624313 0.0304595437560764 0.479761574699173 0.040223822269328
3 1 76 0.659654745724892 0.794930087024543 0.645534564094574 0.0257378444197005 0.771749612379083 0.0177639023601389
3 1 77 0.708578239812424 0.829436104594444 0.708647176586424 0.0210116385478398 0.820128067802806 0.0124136754734607
3 1 78 0.485851047977787 0.65397005795301 0.452249592399337 0.0340207604633323 0.598942285774813 0.0362616556638917
3 1 79 0.542669312825602 0.703545871190802 0.549866510252929 0.0391326626880362 0.687309108474996 0.0312557090571791
3 1 80 0.504954419342053 0.67105609691862 0.498627201981891 0.0399821362177363 0.640382772403866 0.0364140731870177
3 1 81 0.283469998981909 0.441724386556393 0.303357443871843 0.019140085482724 0.448912052537556 0.0250133436306435
3 1 82 0.578898886863437 0.733294439156201 0.53551540931292 0.0397518221127377 0.673396117375203 0.035428685875346
3 1 83 0.69546373433947 0.82038172831861 0.659685743532817 0.035475021886606 0.777065835077903 0.0254449962454536
3 1 84 0.572984910213834 0.728531985899269 0.550227700693745 0.0207582143674326 0.697913104644433 0.0169167336635411
3 2 3 0.610652776564335 0.758267437215005 0.604427036666849 0.0324000187232451 0.735798069924311 0.0255441907591335
3 2 4 0.299332962757087 0.460748663101604 0.290167205409043 0.064215947879715 0.39566037965822 0.0791384693416199
3 2 5 0.771756913337078 0.871176974140866 0.761282660313905 0.0174344856264922 0.857131025340555 0.00990580840543834
3 2 6 0.893640350877193 0.943833236826867 0.858829484793094 0.0189829840024779 0.917378312041549 0.00829739009185286
3 2 7 0.821128712184418 0.901779985885221 0.788903608890707 0.0248934699519063 0.872482812786028 0.011912930041628
3 2 8 0.937179487179487 0.967571144937128 0.884869497603985 0.0153907294071582 0.933675474043918 0.00646120966380414
3 2 9 0.954941860465116 0.976951672862453 0.754156833729905 0.0561736519370408 0.835721558229097 0.0328202595351172
3 2 10 0.987588652482269 0.993755575379126 0.91421756823389 0.00996018080475547 0.952094760446147 0.00355036426328905
3 2 11 0.707770723419476 0.82888260550843 0.698508051438631 0.0205704584325286 0.81286166879684 0.0133718584162679
3 2 12 1 1 0.89330289383897 0.0177103950748964 0.937673712171997 0.00734930418258176
3 2 13 0.594696742813855 0.745843051970506 0.557602830775587 0.0398692000338885 0.691988210706607 0.036181503789279
3 2 14 0.757334072444175 0.861912466524755 0.692240678199536 0.0355826965367304 0.801914465969766 0.0217319700518923
