ID,Site,Period,Species,Nr,Landscape,Biotope
1115,20,1,Eilema lurideola,2,Agricultural,short shrub
1116,20,1,Hadena filograna,1,Agricultural,short shrub
1117,20,1,Oligia strigilis,2,Agricultural,short shrub
1118,20,1,Charanyca ferruginea,13,Agricultural,short shrub
1119,20,1,Caradrina morpheus,1,Agricultural,short shrub
1120,20,1,Xestia c-nigrum,1,Agricultural,short shrub
1121,20,1,Apamea remissa,1,Agricultural,short shrub
1122,20,1,Ochropleura leucogaster,2,Agricultural,short shrub
1123,20,1,Deilephila porcellus,1,Agricultural,short shrub
1124,20,1,Macrothylacia rubiM,1,Agricultural,short shrub
1125,20,1,Epirrhoe alternataE,1,Agricultural,short shrub
1126,20,1,Alcis repandata,1,Agricultural,short shrub
1127,20,1,Cosmorhoe ocellata,1,Agricultural,short shrub
1128,20,1,Diacrisia sannio,3,Agricultural,short shrub
1129,20,1,Agrotis exclamationis,4,Agricultural,short shrub
1130,20,1,Caradrina AGGseliniwullschlegeli,1,Agricultural,short shrub
1131,20,1,Mythimna ferrago,1,Agricultural,short shrub
1132,20,1,Idaea contiguaria,1,Agricultural,short shrub
1133,20,1,Pseudoterpna coronillaria,1,Agricultural,short shrub
1134,20,1,Eupithecia subfuscata,1,Agricultural,short shrub
1135,20,1,Eupithecia pulchellata,1,Agricultural,short shrub
1136,15,1,Idaea contiguaria,2,Agricultural,meadow
1137,15,1,Hoplodrina octogenaria,9,Agricultural,meadow
1138,15,1,Mythimna conigera,6,Agricultural,meadow
1139,15,1,Mythimna impura,7,Agricultural,meadow
1140,15,1,Caradrina AGGseliniwullschlegeli,4,Agricultural,meadow
1141,15,1,Apamea remissa,1,Agricultural,meadow
1142,15,1,Pseudoterpna coronillaria,1,Agricultural,meadow
1143,15,1,Apamea monoglypha,8,Agricultural,meadow
1144,15,1,Oligia strigilis,4,Agricultural,meadow
1145,15,1,Agrotis exclamationis,2,Agricultural,meadow
1146,15,1,Lacanobia w-latinum,1,Agricultural,meadow
1147,15,1,Apamea lithoxylaea,2,Agricultural,meadow
1148,15,1,Lacanobia contigua,1,Agricultural,meadow
1149,15,1,Dypterygia scabriuscula,1,Agricultural,meadow
1150,15,1,Catarhoe rubidata,1,Agricultural,meadow
1151,15,1,Charanyca ferruginea,1,Agricultural,meadow
1152,15,1,Diacrisia sannio,1,Agricultural,meadow
1153,15,1,Eilema lurideola,1,Agricultural,meadow
1154,15,1,Coscinia cribraria,1,Agricultural,meadow
1155,16,1,Agrotis exclamationis,3,Agricultural,meadow
1156,16,1,Hoplodrina octogenaria,3,Agricultural,meadow
1157,16,1,Oligia strigilis,1,Agricultural,meadow
1158,16,1,Charanyca ferruginea,2,Agricultural,meadow
1159,16,1,Mythimna impura,2,Agricultural,meadow
1160,16,1,Caradrina AGGseliniwullschlegeli,1,Agricultural,meadow
1161,16,1,Xanthorhoe iberica,1,Agricultural,meadow
1162,16,1,Apamea monoglypha,1,Agricultural,meadow
1163,16,1,Gymnoscelis rufifasciata,1,Agricultural,meadow
1164,17,1,Diacrisia sannio,1,Agricultural,meadow
1165,17,1,Deilephila porcellus,3,Agricultural,meadow
1166,17,1,Catarhoe rubidata,1,Agricultural,meadow
1167,17,1,Hoplodrina octogenaria,7,Agricultural,meadow
1168,17,1,Ochropleura plecta,1,Agricultural,meadow
1169,17,1,Mythimna conigera,3,Agricultural,meadow
1170,17,1,Agrotis exclamationis,1,Agricultural,meadow
1171,17,1,Hyles livornica,1,Agricultural,meadow
1172,17,1,Apamea monoglypha,6,Agricultural,meadow
1173,17,1,Alcis repandata,1,Agricultural,meadow
1174,17,1,Dypterygia scabriuscula,1,Agricultural,meadow
1175,17,1,Hadena albimacula,1,Agricultural,meadow
1176,17,1,Eilema lurideola,3,Agricultural,meadow
1177,17,1,Caradrina AGGseliniwullschlegeli,3,Agricultural,meadow
1178,17,1,Caradrina morpheus,2,Agricultural,meadow
1179,17,1,Hadena perplexa,2,Agricultural,meadow
1180,17,1,Cucullia umbratica,2,Agricultural,meadow
1181,17,1,Drymonia querna,1,Agricultural,meadow
1182,17,1,Macrothylacia rubiM,1,Agricultural,meadow
1183,17,1,Noctua pronuba,1,Agricultural,meadow
1184,17,1,Charanyca ferruginea,1,Agricultural,meadow
1185,17,1,Lacanobia oleracea,1,Agricultural,meadow
1186,17,1,Apamea lithoxylaea,1,Agricultural,meadow
1187,17,1,Gymnoscelis rufifasciata,1,Agricultural,meadow
1188,18,1,Phalera bucephala,1,Agricultural,meadow
1189,18,1,Diacrisia sannio,1,Agricultural,meadow
1190,18,1,Mythimna impura,3,Agricultural,meadow
1191,18,1,Hoplodrina octogenaria,15,Agricultural,meadow
1192,18,1,Eilema lurideola,3,Agricultural,meadow
1193,18,1,Deilephila porcellus,1,Agricultural,meadow
1194,18,1,Alcis repandata,2,Agricultural,meadow
1195,18,1,Agrotis exclamationis,8,Agricultural,meadow
1196,18,1,Oligia strigilis,5,Agricultural,meadow
1197,18,1,Apamea monoglypha,4,Agricultural,meadow
1198,18,1,Lacanobia contigua,1,Agricultural,meadow
1199,18,1,Camptogramma bilineata,1,Agricultural,meadow
1200,18,1,Catarhoe rubidata,2,Agricultural,meadow
1201,18,1,Idaea contiguaria,5,Agricultural,meadow
1202,18,1,Caradrina AGGseliniwullschlegeli,7,Agricultural,meadow
1203,18,1,Melanchra pisi,1,Agricultural,meadow
1204,18,1,Pseudoterpna coronillaria,1,Agricultural,meadow
1205,18,1,Charanyca ferruginea,4,Agricultural,meadow
1206,18,1,Lacanobia thalassina,1,Agricultural,meadow
1207,18,1,Mythimna conigera,1,Agricultural,meadow
1208,18,1,Phragmatobia fuliginosa,2,Agricultural,meadow
1209,18,1,Spilosoma lutea,1,Agricultural,meadow
1210,18,1,Euproctis similis,1,Agricultural,meadow
1211,18,1,Eilema complana,1,Agricultural,meadow
1212,18,1,Malacosoma castrensis,1,Agricultural,meadow
1213,18,1,Idaea subsericeata,3,Agricultural,meadow
1214,18,1,Eupithecia pulchellata,1,Agricultural,meadow
1215,18,1,Gymnoscelis rufifasciata,2,Agricultural,meadow
1216,42,2,Lycophotia erythrina,12,Forested,short shrub
1217,42,2,Pachycnemia hippocastanaria,3,Forested,short shrub
1218,42,2,Lycophotia porphyrea,8,Forested,short shrub
1219,42,2,Noctua pronuba,6,Forested,short shrub
1220,42,2,Noctua tirrenica,2,Forested,short shrub
1221,42,2,Harpyia milhauseri,2,Forested,short shrub
1222,42,2,Dyspessa ulula,1,Forested,short shrub
1223,42,2,Eilema lurideola,1,Forested,short shrub
1224,42,2,Rhodostrophia calabra,1,Forested,short shrub
1225,42,2,Nychiodes andalusiaria,1,Forested,short shrub
1226,36,2,Coscinia cribraria,2,Forested,short shrub
1227,36,2,Dyspessa ulula,1,Forested,short shrub
1228,36,2,Caradrina AGGseliniwullschlegeli,3,Forested,short shrub
1229,36,2,Charissa mucidaria,1,Forested,short shrub
1230,36,2,Lycophotia porphyrea,4,Forested,short shrub
1231,36,2,Noctua tirrenica,2,Forested,short shrub
1232,36,2,Lycophotia erythrina,13,Forested,short shrub
1233,36,2,Atlantarctia tigrina,1,Forested,short shrub
1234,36,2,Euproctis similis,1,Forested,short shrub
1235,36,2,Apamea monoglypha,3,Forested,short shrub
1236,36,2,Mesapamea secalis,1,Forested,short shrub
1237,36,2,Pachycnemia hippocastanaria,6,Forested,short shrub
1238,36,2,Anarta myrtilli,1,Forested,short shrub
1239,36,2,Euproctis chrysorrhoea,3,Forested,short shrub
1240,36,2,Odice pergrata,1,Forested,short shrub
1241,36,2,Noctua pronuba,9,Forested,short shrub
1242,36,2,Charanyca ferruginea,1,Forested,short shrub
1243,36,2,Eilema complana,3,Forested,short shrub
1244,36,2,Idaea degeneraria,1,Forested,short shrub
1245,36,2,Gymnoscelis rufifasciata,1,Forested,short shrub
1246,37,2,Alcis repandata,1,Forested,woodland
1247,37,2,Lycophotia erythrina,5,Forested,woodland
1248,37,2,Rhodostrophia calabra,2,Forested,woodland
1249,37,2,Pachycnemia hippocastanaria,9,Forested,woodland
1250,37,2,Bryophila ravula,1,Forested,woodland
1251,37,2,Charanyca ferruginea,3,Forested,woodland
1252,37,2,Ourapteryx sambucaria,1,Forested,woodland
1253,37,2,Cleorodes lichenaria,1,Forested,woodland
1254,39,2,Idaea aversata,1,Forested,short shrub
1255,39,2,Atlantarctia tigrina,2,Forested,short shrub
1256,39,2,Noctua tirrenica,2,Forested,short shrub
1257,39,2,Hoplodrina octogenaria,1,Forested,short shrub
1258,39,2,Lycophotia porphyrea,3,Forested,short shrub
1259,39,2,Alcis repandata,1,Forested,short shrub
1260,39,2,Lycophotia erythrina,12,Forested,short shrub
1261,39,2,Pachycnemia hippocastanaria,8,Forested,short shrub
1262,39,2,Anarta myrtilli,2,Forested,short shrub
1263,39,2,Noctua pronuba,2,Forested,short shrub
1264,39,2,Apamea monoglypha,2,Forested,short shrub
1265,39,2,Charissa mucidaria,1,Forested,short shrub
1266,39,2,Charanyca ferruginea,1,Forested,short shrub
1267,39,2,Calophasia hamifera,1,Forested,short shrub
1268,39,2,Idaea ostrinaria,1,Forested,short shrub
1269,39,2,Gymnoscelis rufifasciata,1,Forested,short shrub
1270,39,2,Idaea sardoniata,1,Forested,short shrub
1271,38,2,Pachycnemia hippocastanaria,8,Forested,woodland
1272,38,2,Alcis repandata,3,Forested,woodland
1273,38,2,Lycophotia erythrina,5,Forested,woodland
1274,38,2,Charanyca ferruginea,3,Forested,woodland
1275,38,2,Eilema lurideola,1,Forested,woodland
1276,38,2,Idaea deversaria,1,Forested,woodland
1277,40,2,Euproctis chrysorrhoea,3,Forested,woodland
1278,40,2,Idaea contiguaria,8,Forested,woodland
1279,40,2,Eilema lurideola,1,Forested,woodland
1280,40,2,Pseudoterpna coronillaria,2,Forested,woodland
1281,40,2,Lycophotia erythrina,13,Forested,woodland
1282,40,2,Nychiodes andalusiaria,4,Forested,woodland
1283,40,2,Hypomecis punctinalis,1,Forested,woodland
1284,40,2,Idaea degeneraria,1,Forested,woodland
1285,40,2,Pachycnemia hippocastanaria,5,Forested,woodland
1286,40,2,Coscinia cribraria,1,Forested,woodland
1287,40,2,Phalera bucephala,1,Forested,woodland
1288,40,2,Caradrina AGGseliniwullschlegeli,4,Forested,woodland
1289,40,2,Caradrina aspersa,6,Forested,woodland
1290,40,2,Noctua pronuba,1,Forested,woodland
1291,40,2,Lophoterges millierei,1,Forested,woodland
1292,40,2,Rhodostrophia calabra,4,Forested,woodland
1293,40,2,Cosmia trapezina,1,Forested,woodland
1294,40,2,Hoplodrina octogenaria,1,Forested,woodland
1295,40,2,Mythimna albipuncta,1,Forested,woodland
1296,40,2,Catocala promissa,1,Forested,woodland
1297,40,2,Charissa mucidaria,2,Forested,woodland
1298,40,2,Charissa avilarius,1,Forested,woodland
1299,40,2,Idaea fuscovenosa,5,Forested,woodland
1300,40,2,Gymnoscelis rufifasciata,1,Forested,woodland
1301,40,2,Idaea eugeniata,3,Forested,woodland
1302,40,2,Idaea deversaria,1,Forested,woodland
1303,41,2,Alcis repandata,13,Forested,woodland
1304,41,2,Pseudoterpna coronillaria,2,Forested,woodland
1305,41,2,Mythimna impura,1,Forested,woodland
1306,41,2,Lycophotia erythrina,1,Forested,woodland
1307,41,2,Rhoptria asperaria,1,Forested,woodland
1308,41,2,Idaea contiguaria,2,Forested,woodland
1309,41,2,Charanyca ferruginea,1,Forested,woodland
1310,41,2,Mythimna conigera,1,Forested,woodland
1311,41,2,Lasiocampa quercus,1,Forested,woodland
1312,41,2,Caradrina AGGseliniwullschlegeli,1,Forested,woodland
1313,41,2,Lycophotia porphyrea,2,Forested,woodland
1314,41,2,Atlantarctia tigrina,1,Forested,woodland
1315,41,2,Pachycnemia hippocastanaria,1,Forested,woodland
1316,41,2,Harpyia milhauseri,1,Forested,woodland
1317,41,2,Peribatodes rhomboidaria,1,Forested,woodland
1318,56,2,Cleonymia diffluens,1,Forested,meadow
1319,56,2,Charanyca ferruginea,3,Forested,meadow
1320,56,2,Alcis repandata,1,Forested,meadow
1321,56,2,Mythimna impura,1,Forested,meadow
1322,56,2,Lycophotia porphyrea,2,Forested,meadow
1323,56,2,Pachycnemia hippocastanaria,7,Forested,meadow
1324,56,2,Pseudoterpna coronillaria,1,Forested,meadow
1325,56,2,Hoplodrina octogenaria,1,Forested,meadow
1326,56,2,Lycophotia erythrina,1,Forested,meadow
1327,56,2,Atlantarctia tigrina,1,Forested,meadow
1328,56,2,Caradrina aspersa,1,Forested,meadow
1329,56,2,Odice pergrata,1,Forested,meadow
1330,56,2,Scotopteryx luridata,2,Forested,meadow
1331,56,2,Rhodostrophia vibicaria,1,Forested,meadow
1332,56,2,Ectropis crepuscularia,1,Forested,meadow
1333,56,2,Cyclophora porata,1,Forested,meadow
1334,56,2,Idaea litigiosaria,1,Forested,meadow
1335,55,2,Pseudoterpna coronillaria,8,Forested,woodland
1336,55,2,Alcis repandata,8,Forested,woodland
1337,55,2,Euproctis chrysorrhoea,22,Forested,woodland
1338,55,2,Pachycnemia hippocastanaria,23,Forested,woodland
1339,55,2,Coscinia cribraria,2,Forested,woodland
1340,55,2,Charanyca ferruginea,10,Forested,woodland
1341,55,2,Thalera fimbrialis,3,Forested,woodland
1342,55,2,Cosmorhoe ocellata,1,Forested,woodland
1343,55,2,Hoplodrina octogenaria,3,Forested,woodland
1344,55,2,Caradrina AGGseliniwullschlegeli,1,Forested,woodland
1345,55,2,Caradrina aspersa,1,Forested,woodland
1346,55,2,Nychiodes andalusiaria,2,Forested,woodland
1347,55,2,Lycophotia erythrina,7,Forested,woodland
1348,55,2,Rhodostrophia vibicaria,1,Forested,woodland
1349,55,2,Harpyia milhauseri,1,Forested,woodland
1350,55,2,Meganola strigula,1,Forested,woodland
1351,55,2,Peribatodes ilicaria,4,Forested,woodland
1352,55,2,Peridroma saucia,1,Forested,woodland
1353,55,2,Phalera bucephala,1,Forested,woodland
1354,55,2,Idaea contiguaria,3,Forested,woodland
1355,55,2,Idaea aversata,2,Forested,woodland
1356,55,2,Malacosoma neustria,1,Forested,woodland
1357,55,2,Paracolax tristalis,1,Forested,woodland
1358,55,2,Eupithecia scopariata,2,Forested,woodland
1359,55,2,Cyclophora porata,1,Forested,woodland
1360,55,2,Idaea eugeniata,1,Forested,woodland
1361,55,2,Idaea deversaria,1,Forested,woodland
1362,54,2,Euproctis chrysorrhoea,10,Forested,woodland
1363,54,2,Pseudoterpna coronillaria,4,Forested,woodland
1364,54,2,Coscinia cribraria,1,Forested,woodland
1365,54,2,Eilema lurideola,1,Forested,woodland
1366,54,2,Peribatodes rhomboidaria,2,Forested,woodland
1367,54,2,Caradrina AGGseliniwullschlegeli,7,Forested,woodland
1368,54,2,Caradrina aspersa,2,Forested,woodland
1369,54,2,Alcis repandata,17,Forested,woodland
1370,54,2,Cosmia trapezina,3,Forested,woodland
1371,54,2,Pachycnemia hippocastanaria,8,Forested,woodland
1372,54,2,Nychiodes andalusiaria,2,Forested,woodland
1373,54,2,Lycophotia erythrina,2,Forested,woodland
1374,54,2,Idaea dromikos,1,Forested,woodland
1375,54,2,Acronicta rumicis,1,Forested,woodland
1376,54,2,Catocala promissa,3,Forested,woodland
1377,54,2,Drymonia velitaris,1,Forested,woodland
1378,54,2,Hoplodrina octogenaria,6,Forested,woodland
1379,54,2,Idaea aversata,3,Forested,woodland
1380,54,2,Rhoptria asperaria,1,Forested,woodland
1381,54,2,Conisania andalusica,1,Forested,woodland
1382,54,2,Charanyca ferruginea,2,Forested,woodland
1383,54,2,Peribatodes ilicaria,1,Forested,woodland
1384,54,2,Idaea contiguaria,1,Forested,woodland
1385,54,2,Idaea lutulentaria,1,Forested,woodland
1386,54,2,Idaea fuscovenosa,1,Forested,woodland
1387,54,2,Idaea deversaria,3,Forested,woodland
1388,54,2,Cyclophora punctaria,1,Forested,woodland
1389,54,2,Cyclophora ruficiliaria,1,Forested,woodland
1390,54,2,Idaea eugeniata,1,Forested,woodland
1391,54,2,Eupithecia scopariata,1,Forested,woodland
1392,50,2,Euproctis chrysorrhoea,22,Forested,woodland
1393,50,2,Idaea contiguaria,5,Forested,woodland
1394,50,2,Coscinia cribraria,2,Forested,woodland
1395,50,2,Alcis repandata,4,Forested,woodland
1396,50,2,Lophoterges millierei,1,Forested,woodland
1397,50,2,Nychiodes andalusiaria,6,Forested,woodland
1398,50,2,Sphinx ligustri,1,Forested,woodland
1399,50,2,Rhoptria asperaria,1,Forested,woodland
1400,50,2,Lycophotia erythrina,6,Forested,woodland
1401,50,2,Polia nebulosa,1,Forested,woodland
1402,50,2,Peribatodes ilicaria,1,Forested,woodland
1403,50,2,Pseudoterpna coronillaria,2,Forested,woodland
1404,50,2,Catocala promissa,1,Forested,woodland
1405,50,2,Thalera fimbrialis,1,Forested,woodland
1406,50,2,Pachycnemia hippocastanaria,8,Forested,woodland
1407,50,2,Caradrina aspersa,1,Forested,woodland
1408,50,2,Gnophos furvata,1,Forested,woodland
1409,50,2,Idaea ostrinaria,2,Forested,woodland
1410,50,2,Cyclophora porata,1,Forested,woodland
1411,50,2,Idaea eugeniata,3,Forested,woodland
1412,50,2,Idaea deversaria,1,Forested,woodland
1413,50,2,Idaea fuscovenosa,1,Forested,woodland
1414,51,2,Euproctis chrysorrhoea,26,Forested,woodland
1415,51,2,Pseudoterpna coronillaria,2,Forested,woodland
1416,51,2,Bryophila ravula,2,Forested,woodland
1417,51,2,Caradrina AGGseliniwullschlegeli,4,Forested,woodland
1418,51,2,Caradrina aspersa,4,Forested,woodland
1419,51,2,Catocala promissa,3,Forested,woodland
1420,51,2,Rhoptria asperaria,1,Forested,woodland
1421,51,2,Pachycnemia hippocastanaria,6,Forested,woodland
1422,51,2,Peribatodes ilicaria,3,Forested,woodland
1423,51,2,Alcis repandata,3,Forested,woodland
1424,51,2,Lycophotia erythrina,14,Forested,woodland
1425,51,2,Idaea contiguaria,7,Forested,woodland
1426,51,2,Apamea monoglypha,1,Forested,woodland
1427,51,2,Hoplodrina octogenaria,1,Forested,woodland
1428,51,2,Idaea aversata,1,Forested,woodland
1429,51,2,Odice pergrata,1,Forested,woodland
1430,51,2,Paracolax tristalis,1,Forested,woodland
1431,51,2,Eilema caniola,3,Forested,woodland
1432,51,2,Nychiodes andalusiaria,1,Forested,woodland
1433,51,2,Idaea moniliata,1,Forested,woodland
1434,51,2,Acronicta aceris,1,Forested,woodland
1435,51,2,Idaea lutulentaria,1,Forested,woodland
1436,51,2,Idaea eugeniata,4,Forested,woodland
1437,51,2,Idaea deversaria,1,Forested,woodland
1438,51,2,Idaea litigiosaria,1,Forested,woodland
1439,51,2,Idaea fuscovenosa,1,Forested,woodland
1440,51,2,Cyclophora punctaria,3,Forested,woodland
1441,52,2,Charissa mucidaria,1,Forested,woodland
1442,52,2,Charissa avilarius,1,Forested,woodland
1443,52,2,Euproctis chrysorrhoea,20,Forested,woodland
1444,52,2,Idaea aversata,2,Forested,woodland
1445,52,2,Coscinia cribraria,2,Forested,woodland
1446,52,2,Selenia lunularia,1,Forested,woodland
1447,52,2,Scopula imitaria,2,Forested,woodland
1448,52,2,Nychiodes andalusiaria,5,Forested,woodland
1449,52,2,Alcis repandata,2,Forested,woodland
1450,52,2,Biston betularia,1,Forested,woodland
1451,52,2,Catocala promissa,1,Forested,woodland
1452,52,2,Pseudoterpna coronillaria,4,Forested,woodland
1453,52,2,Caradrina AGGseliniwullschlegeli,10,Forested,woodland
1454,52,2,Caradrina aspersa,10,Forested,woodland
1455,52,2,Idaea contiguaria,6,Forested,woodland
1456,52,2,Lycophotia erythrina,8,Forested,woodland
1457,52,2,Noctua tirrenica,2,Forested,woodland
1458,52,2,Noctua pronuba,1,Forested,woodland
1459,52,2,Eilema complana,1,Forested,woodland
1460,52,2,Rhodostrophia calabra,1,Forested,woodland
1461,52,2,Bryophila ravula,2,Forested,woodland
1462,52,2,Pachycnemia hippocastanaria,15,Forested,woodland
1463,52,2,Idaea degeneraria,1,Forested,woodland
1464,52,2,Rhoptria asperaria,1,Forested,woodland
1465,52,2,Hadena perplexa,1,Forested,woodland
1466,52,2,Eupithecia pulchellata,1,Forested,woodland
1467,52,2,Rhodostrophia vibicaria,2,Forested,woodland
1468,52,2,Atlantarctia tigrina,1,Forested,woodland
1469,52,2,Charanyca ferruginea,1,Forested,woodland
1470,52,2,Polia nebulosa,1,Forested,woodland
1471,52,2,Falcaria lacertinaria,2,Forested,woodland
1472,52,2,Apamea monoglypha,1,Forested,woodland
1473,52,2,Hoplodrina octogenaria,1,Forested,woodland
1474,52,2,Idaea ostrinaria,1,Forested,woodland
1475,52,2,Watsonalla AGGuncinulabinaria,1,Forested,woodland
1476,52,2,Eilema caniola,1,Forested,woodland
1477,52,2,Cyclophora punctaria,2,Forested,woodland
1478,52,2,Pasiphila rectangulata,1,Forested,woodland
1479,52,2,Idaea lutulentaria,1,Forested,woodland
1480,52,2,Idaea eugeniata,1,Forested,woodland
1481,52,2,Idaea deversaria,1,Forested,woodland
1482,52,2,Idaea fuscovenosa,1,Forested,woodland
1483,52,2,Eupithecia extraversaria,1,Forested,woodland
1484,53,2,Lymantria monacha,1,Forested,woodland
1485,53,2,Euproctis chrysorrhoea,28,Forested,woodland
1486,53,2,Charissa avilarius,1,Forested,woodland
1487,53,2,Ectropis crepuscularia,1,Forested,woodland
1488,53,2,Watsonalla AGGuncinulabinaria,1,Forested,woodland
1489,53,2,Idaea aversata,3,Forested,woodland
1490,53,2,Eilema complana,1,Forested,woodland
1491,53,2,Coscinia cribraria,2,Forested,woodland
1492,53,2,Pachycnemia hippocastanaria,8,Forested,woodland
1493,53,2,Nychiodes andalusiaria,2,Forested,woodland
1494,53,2,Eilema caniola,1,Forested,woodland
1495,53,2,Alcis repandata,4,Forested,woodland
1496,53,2,Atlantarctia tigrina,1,Forested,woodland
1497,53,2,Idaea contiguaria,6,Forested,woodland
1498,53,2,Lycophotia erythrina,5,Forested,woodland
1499,53,2,Caradrina aspersa,3,Forested,woodland
1500,53,2,Caradrina AGGseliniwullschlegeli,3,Forested,woodland
1501,53,2,Hoplodrina octogenaria,2,Forested,woodland
1502,53,2,Charanyca ferruginea,1,Forested,woodland
1503,53,2,Apamea monoglypha,1,Forested,woodland
1504,53,2,Eilema lurideola,1,Forested,woodland
1505,53,2,Chloroclystis v-ata,1,Forested,woodland
1506,53,2,Idaea fuscovenosa,2,Forested,woodland
1507,53,2,Idaea eugeniata,2,Forested,woodland
1508,53,2,Idaea deversaria,1,Forested,woodland
1509,53,2,Idaea joannisiata,1,Forested,woodland
1510,33,2,Diacrisia sannio,1,Forested,woodland
1511,33,2,Pachycnemia hippocastanaria,3,Forested,woodland
1512,33,2,Charissa mucidaria,7,Forested,woodland
1513,33,2,Rhodostrophia calabra,1,Forested,woodland
1514,33,2,Caradrina AGGseliniwullschlegeli,1,Forested,woodland
1515,33,2,Caradrina aspersa,1,Forested,woodland
1516,33,2,Lycophotia erythrina,2,Forested,woodland
1517,33,2,Hoplodrina octogenaria,1,Forested,woodland
1518,33,2,Gymnoscelis rufifasciata,1,Forested,woodland
1519,33,2,Idaea lutulentaria,1,Forested,woodland
1520,33,2,Idaea contiguaria,1,Forested,woodland
1521,33,2,Cyclophora ruficiliaria,2,Forested,woodland
1522,35,2,Jodis lactearia,1,Forested,woodland
1523,35,2,Hydriomena furcata,3,Forested,woodland
1524,35,2,Hoplodrina octogenaria,8,Forested,woodland
1525,35,2,Charanyca ferruginea,7,Forested,woodland
1526,35,2,Caradrina AGGseliniwullschlegeli,4,Forested,woodland
1527,35,2,Caradrina aspersa,1,Forested,woodland
1528,35,2,Alcis repandata,10,Forested,woodland
1529,35,2,Mythimna ferrago,1,Forested,woodland
1530,35,2,Eilema lurideola,1,Forested,woodland
1531,35,2,Mythimna impura,1,Forested,woodland
1532,35,2,Cosmia trapezina,1,Forested,woodland
1533,35,2,Lymantria monacha,1,Forested,woodland
1534,35,2,Catephia alchymista,1,Forested,woodland
1535,35,2,Lycophotia erythrina,3,Forested,woodland
1536,35,2,Hoplodrina hesperica,1,Forested,woodland
1537,35,2,Diarsia brunnea,1,Forested,woodland
1538,35,2,Pseudoterpna coronillaria,1,Forested,woodland
1539,35,2,Mythimna conigera,2,Forested,woodland
1540,35,2,Cabera pusaria,1,Forested,woodland
1541,35,2,Cyclophora punctaria,2,Forested,woodland
1542,49,2,Rhodostrophia calabra,2,Forested,tall shrub
1543,49,2,Pachycnemia hippocastanaria,10,Forested,tall shrub
1544,49,2,Rhodostrophia vibicaria,1,Forested,tall shrub
1545,49,2,Atlantarctia tigrina,3,Forested,tall shrub
1546,49,2,Lycophotia erythrina,8,Forested,tall shrub
1547,49,2,Xanthorhoe iberica,1,Forested,tall shrub
1548,49,2,Noctua pronuba,2,Forested,tall shrub
1549,49,2,Apamea monoglypha,1,Forested,tall shrub
1550,49,2,Noctua tirrenica,1,Forested,tall shrub
1551,49,2,Hoplodrina octogenaria,4,Forested,tall shrub
1552,49,2,Anarta myrtilli,1,Forested,tall shrub
1553,49,2,Alcis repandata,1,Forested,tall shrub
1554,49,2,Thalera fimbrialis,1,Forested,tall shrub
1555,49,2,Charissa mucidaria,1,Forested,tall shrub
1556,49,2,Idaea litigiosaria,1,Forested,tall shrub
1557,49,2,Idaea sardoniata,1,Forested,tall shrub
1558,47,2,Lycophotia porphyrea,3,Forested,woodland
1559,47,2,Pachycnemia hippocastanaria,9,Forested,woodland
1560,47,2,Lycophotia erythrina,7,Forested,woodland
1561,47,2,Rhodostrophia calabra,2,Forested,woodland
1562,47,2,Nychiodes andalusiaria,3,Forested,woodland
1563,47,2,Hoplodrina octogenaria,4,Forested,woodland
1564,47,2,Charanyca ferruginea,1,Forested,woodland
1565,47,2,Rhoptria asperaria,1,Forested,woodland
1566,47,2,Rhodostrophia vibicaria,1,Forested,woodland
1567,47,2,Atlantarctia tigrina,2,Forested,woodland
1568,47,2,Noctua pronuba,1,Forested,woodland
1569,47,2,Idaea lutulentaria,1,Forested,woodland
1570,34,2,Caradrina AGGseliniwullschlegeli,5,Forested,tall shrub
1571,34,2,Caradrina aspersa,2,Forested,tall shrub
1572,34,2,Alcis repandata,12,Forested,tall shrub
1573,34,2,Catocala promissa,2,Forested,tall shrub
1574,34,2,Lomaspilis marginata,1,Forested,tall shrub
1575,34,2,Pseudoterpna coronillaria,2,Forested,tall shrub
1576,34,2,Nychiodes andalusiaria,1,Forested,tall shrub
1577,34,2,Hoplodrina octogenaria,18,Forested,tall shrub
1578,34,2,Lycophotia erythrina,7,Forested,tall shrub
1579,34,2,Charanyca ferruginea,8,Forested,tall shrub
1580,34,2,Zanclognatha tarsipennalis,2,Forested,tall shrub
1581,34,2,Lycophotia porphyrea,2,Forested,tall shrub
1582,34,2,Cosmia trapezina,2,Forested,tall shrub
1583,34,2,Diarsia brunnea,2,Forested,tall shrub
1584,34,2,Idaea aversata,1,Forested,tall shrub
1585,34,2,Mythimna conigera,1,Forested,tall shrub
1586,34,2,Peridroma saucia,1,Forested,tall shrub
1587,34,2,Peribatodes ilicaria,1,Forested,tall shrub
1588,34,2,Hadena bicruris,1,Forested,tall shrub
1589,34,2,Pachycnemia hippocastanaria,2,Forested,tall shrub
1590,34,2,Xestia c-nigrum,2,Forested,tall shrub
1591,34,2,Hoplodrina ambigua,1,Forested,tall shrub
1592,34,2,Noctua pronuba,1,Forested,tall shrub
1593,34,2,Hoplodrina hesperica,1,Forested,tall shrub
1594,34,2,Menophra abruptaria,1,Forested,tall shrub
1595,34,2,Eupithecia pulchellata,4,Forested,tall shrub
1596,34,2,Cyclophora punctaria,2,Forested,tall shrub
1597,34,2,Cyclophora ruficiliaria,1,Forested,tall shrub
1598,34,2,Idaea biselata,1,Forested,tall shrub
