ID,Site,Period,species,Nr
731,23,1,Cabera pusaria,1
732,23,1,Caradrina morpheus,1
736,23,1,Eupithecia pulchellata,5
737,23,1,Idaea subsericeata,1
738,22,1,Lomaspilis marginata,3
739,22,1,Pseudoterpna coronillaria,3
740,22,1,Eupithecia pulchellata,3
741,22,1,Perconia baeticaria,3
742,22,1,Oligia strigilis,1
743,22,1,Apamea remissa,1
744,22,1,Epirrhoe galiata,2
745,22,1,Charanyca ferruginea,2
746,22,1,Macaria alternataM,1
747,22,1,Campaea margaritaria,1
748,22,1,Mythimna impura,1
749,22,1,Spilosoma lutea,3
750,22,1,Hyphoraia dejeani,1
751,22,1,Cabera pusaria,1
752,22,1,Eupithecia scopariata,7
753,22,1,Diaphora mendica,1
754,22,1,Meganola strigula,1
755,22,1,Eupithecia subfuscata,1
756,27,1,Perconia baeticaria,4
757,27,1,Oligia strigilis,3
758,27,1,Pseudoterpna coronillaria,1
759,27,1,Dypterygia scabriuscula,1
760,27,1,Caradrina AGGseliniwullschlegeli,4
761,27,1,Lacanobia thalassina,1
762,27,1,Agrotis exclamationis,5
763,27,1,Charanyca ferruginea,1
764,27,1,Pachycnemia hippocastanaria,1
765,27,1,Epirrhoe alternataE,1
766,27,1,Gymnoscelis rufifasciata,26
767,27,1,Eupithecia scopariata,6
768,27,1,Eupithecia pulchellata,1
769,27,1,Idaea contiguaria,1
770,26,1,Dysstroma citrata,2
771,26,1,Chesias isabella,1
772,26,1,Perconia baeticaria,3
773,26,1,Pachycnemia hippocastanaria,3
774,26,1,Caradrina AGGseliniwullschlegeli,9
775,26,1,Lacanobia thalassina,2
776,26,1,Eupithecia scopariata,9
777,26,1,Cabera pusaria,2
778,26,1,Cosmorhoe ocellata,2
779,26,1,Charanyca ferruginea,1
780,26,1,Xanthorhoe iberica,1
781,26,1,Hadena filograna,1
782,26,1,Noctua pronuba,1
783,26,1,Apamea remissa,1
784,26,1,Campaea margaritaria,1
785,26,1,Electrophaes corylata,1
786,26,1,Gymnoscelis rufifasciata,1
787,26,1,Eupithecia pulchellata,1
788,59,1,Eupithecia scopariata,29
789,59,1,Phlogophora meticulosa,1
790,59,1,Rhoptria asperaria,2
791,59,1,Caradrina morpheus,1
792,59,1,Lacanobia thalassina,2
793,59,1,Pseudoterpna coronillaria,1
794,59,1,Pachycnemia hippocastanaria,2
795,59,1,Lycophotia erythrina,1
796,59,1,Biston betularia,2
797,59,1,Perconia baeticaria,3
798,59,1,Lacanobia w-latinum,1
799,59,1,Noctua pronuba,5
800,59,1,Mythimna vitellina,2
801,59,1,Hoplodrina ambigua,2
802,59,1,Caradrina AGGseliniwullschlegeli,5
803,59,1,Macaria alternataM,1
804,59,1,Lycophotia porphyrea,1
805,59,1,Agrotis segetum,2
806,59,1,Noctua comes,1
807,59,1,Charanyca ferruginea,1
808,59,1,Heliothis peltigera,1
809,59,1,Gymnoscelis rufifasciata,1
810,59,1,Eupithecia subfuscata,1
811,60,1,Perconia baeticaria,4
812,60,1,Rhoptria asperaria,4
813,60,1,Apamea monoglypha,1
814,60,1,Pachycnemia hippocastanaria,5
815,60,1,Lacanobia thalassina,2
816,60,1,Lycophotia erythrina,3
817,60,1,Eupithecia scopariata,7
818,60,1,Noctua pronuba,2
819,60,1,Hyphoraia dejeani,1
820,60,1,Peridroma saucia,1
821,28,1,Pseudoterpna coronillaria,2
822,28,1,Rhoptria asperaria,6
823,28,1,Lacanobia oleracea,1
824,28,1,Perizoma hydrata,1
825,28,1,Perconia baeticaria,1
826,28,1,Eupithecia scopariata,6
827,9,1,Eilema lurideola,1
828,9,1,Caradrina morpheus,1
829,9,1,Charanyca ferruginea,5
830,9,1,Apamea monoglypha,7
831,9,1,Agrotis ipsilon,2
832,9,1,Diacrisia sannio,5
833,9,1,Agrotis exclamationis,3
834,9,1,Mythimna impura,1
835,9,1,Perconia baeticaria,2
836,9,1,Lacanobia thalassina,1
837,9,1,Mythimna conigera,1
838,9,1,Hoplodrina octogenaria,7
839,9,1,Hyphoraia dejeani,1
840,9,1,Lycophotia erythrina,1
841,9,1,Gymnoscelis rufifasciata,2
842,9,1,Idaea macilentaria,1
843,9,1,Eupithecia subfuscata,1
844,11,1,Diacrisia sannio,7
845,11,1,Charanyca ferruginea,7
846,11,1,Perconia baeticaria,1
847,11,1,Apamea monoglypha,1
848,11,1,Caradrina morpheus,1
849,10,1,Perconia baeticaria,1
850,10,1,Apamea monoglypha,1
851,10,1,Diacrisia sannio,5
852,10,1,Lycophotia molothina,1
853,10,1,Charanyca ferruginea,7
854,10,1,Hoplodrina octogenaria,2
855,10,1,Eupithecia pulchellata,1
856,8,1,Perconia baeticaria,4
857,8,1,Apamea monoglypha,2
858,8,1,Charanyca ferruginea,8
859,8,1,Mythimna impura,5
860,8,1,Hoplodrina octogenaria,12
861,8,1,Apamea lithoxylaea,1
862,8,1,Diacrisia sannio,4
863,8,1,Oligia strigilis,1
864,8,1,Cybosia mesomella,1
865,8,1,Caradrina morpheus,2
866,8,1,Alcis repandata,1
867,8,1,Caradrina AGGseliniwullschlegeli,2
868,8,1,Coscinia cribraria,1
869,8,1,Idaea macilentaria,1
870,8,1,Eupithecia subfuscata,2
871,14,1,Apamea lithoxylaea,1
872,14,1,Charanyca ferruginea,4
873,14,1,Apamea monoglypha,1
874,14,1,Eupithecia subfuscata,1
875,14,1,Hoplodrina octogenaria,6
876,14,1,Mythimna impura,1
877,14,1,Perconia baeticaria,1
878,14,1,Mythimna conigera,1
879,14,1,Idaea macilentaria,1
880,12,1,Mythimna impura,10
881,12,1,Charanyca ferruginea,12
882,12,1,Hoplodrina octogenaria,3
883,12,1,Lacanobia thalassina,1
884,12,1,Diacrisia sannio,3
885,12,1,Caradrina morpheus,5
886,12,1,Pseudoterpna coronillaria,1
887,12,1,Apamea monoglypha,2
888,12,1,Apamea remissa,2
889,12,1,Alcis repandata,1
890,12,1,Mythimna conigera,1
891,12,1,Perconia baeticaria,1
892,12,1,Caradrina AGGseliniwullschlegeli,3
893,12,1,Agrotis exclamationis,1
894,12,1,Melanchra pisi,1
895,12,1,Photedes minima,1
896,12,1,Eupithecia scopariata,2
897,12,1,Eupithecia nanata,1
898,13,1,Diacrisia sannio,2
899,13,1,Lycophotia porphyrea,2
900,13,1,Charanyca ferruginea,1
901,7,1,Idaea aversata,1
902,7,1,Alcis repandata,19
903,7,1,Charanyca ferruginea,10
904,7,1,Mythimna impura,5
905,7,1,Lacanobia thalassina,2
906,7,1,Diacrisia sannio,10
907,7,1,Lacanobia w-latinum,1
908,7,1,Hoplodrina octogenaria,4
909,7,1,Cleonymia diffluens,2
910,7,1,Lycophotia erythrina,6
911,7,1,Hadena filograna,2
912,7,1,Idaea contiguaria,4
913,7,1,Caradrina AGGseliniwullschlegeli,5
914,7,1,Rivula sericealis,1
915,7,1,Rhoptria asperaria,1
916,7,1,Coscinia cribraria,1
917,7,1,Pseudoterpna coronillaria,5
918,7,1,Oligia strigilis,4
919,7,1,Cybosia mesomella,1
920,7,1,Lacanobia contigua,1
921,7,1,Eilema lurideola,3
922,7,1,Perconia baeticaria,2
923,7,1,Macaria alternataM,1
924,7,1,Bryophila ravula,1
925,7,1,Gymnoscelis rufifasciata,1
926,7,1,Idaea subsericeata,1
927,7,1,Idaea macilentaria,1
928,7,1,Eupithecia subfuscata,1
929,7,1,Eupithecia pulchellata,1
930,5,1,Alcis repandata,8
931,5,1,Leucoma salicis,1
932,5,1,Idaea contiguaria,3
933,5,1,Pseudoterpna coronillaria,8
934,5,1,Mythimna conigera,2
935,5,1,Cosmorhoe ocellata,2
936,5,1,Lacanobia thalassina,1
937,5,1,Lycophotia erythrina,7
938,5,1,Charanyca ferruginea,12
939,5,1,Caradrina morpheus,5
940,5,1,Acronicta rumicis,2
941,5,1,Mythimna impura,21
942,5,1,Apamea monoglypha,2
943,5,1,Apamea lithoxylaea,1
944,5,1,Coscinia cribraria,1
945,5,1,Caradrina AGGseliniwullschlegeli,5
946,5,1,Lycophotia molothina,1
947,5,1,Pachycnemia hippocastanaria,1
948,5,1,Euplexia lucipara,1
949,5,1,Sideridis rivularis,1
950,5,1,Hoplodrina octogenaria,10
951,5,1,Spilosoma lutea,1
952,5,1,Cybosia mesomella,4
953,5,1,Apamea remissa,1
954,5,1,Hadena filograna,1
955,5,1,Lycophotia porphyrea,2
956,5,1,Cleonymia diffluens,1
957,5,1,Diacrisia sannio,3
958,5,1,Colostygia pectinataria,1
959,5,1,Polia nebulosa,1
960,5,1,Perconia baeticaria,1
961,5,1,Idaea macilentaria,1
962,5,1,Eupithecia nanata,2
963,3,1,Cybosia mesomella,9
964,3,1,Pseudoterpna coronillaria,1
965,3,1,Atlantarctia tigrina,1
966,3,1,Eilema lurideola,4
967,3,1,Acronicta rumicis,1
968,3,1,Xanthorhoe iberica,1
969,3,1,Macaria alternataM,1
970,3,1,Pachycnemia hippocastanaria,1
971,3,1,Apamea monoglypha,7
972,3,1,Coscinia cribraria,3
973,3,1,Alcis repandata,4
974,3,1,Oligia strigilis,1
975,3,1,Apamea lithoxylaea,1
976,3,1,Agrotis exclamationis,1
977,3,1,Spilosoma lutea,4
978,3,1,Mythimna impura,7
979,3,1,Melanchra pisi,1
980,3,1,Charanyca ferruginea,8
981,3,1,Caradrina AGGseliniwullschlegeli,1
982,3,1,Diacrisia sannio,2
983,3,1,Idaea contiguaria,1
984,3,1,Lycophotia erythrina,1
985,3,1,Hoplodrina octogenaria,1
986,3,1,Mythimna conigera,1
987,3,1,Cabera exanthemata,1
988,3,1,Perconia baeticaria,1
989,3,1,Noctua pronuba,1
990,3,1,Sideridis rivularis,1
991,3,1,Polia nebulosa,1
992,3,1,Idaea subsericeata,1
993,3,1,Gymnoscelis rufifasciata,2
994,3,1,Eupithecia scopariata,1
995,3,1,Eupithecia nanata,1
996,1,1,Cybosia mesomella,3
997,1,1,Mythimna impura,12
998,1,1,Oligia strigilis,1
999,1,1,Charanyca ferruginea,8
1000,1,1,Noctua comes,1
1001,1,1,Pseudoterpna coronillaria,2
1002,1,1,Alcis repandata,1
1003,1,1,Caradrina AGGseliniwullschlegeli,1
1004,1,1,Eilema lurideola,1
1005,1,1,Caradrina morpheus,3
1006,1,1,Spilosoma lutea,2
1007,1,1,Diacrisia sannio,2
1008,1,1,Lycophotia erythrina,2
1009,1,1,Coscinia cribraria,1
1010,1,1,Cosmorhoe ocellata,1
1011,1,1,Photedes minima,1
1012,1,1,Idaea subsericeata,2
1013,6,1,Rhoptria asperaria,20
1014,6,1,Aplocera efformata,1
1015,6,1,Eilema lurideola,2
1016,6,1,Diacrisia sannio,6
1017,6,1,Calliteara pudibunda,1
1018,6,1,Coscinia cribraria,2
1019,6,1,Alcis repandata,3
1020,6,1,Apamea monoglypha,1
1021,6,1,Mythimna impura,8
1022,6,1,Lycophotia erythrina,4
1023,6,1,Lacanobia thalassina,1
1024,6,1,Harpyia milhauseri,1
1025,6,1,Macaria alternataM,1
1026,6,1,Cybosia mesomella,1
1027,6,1,Hoplodrina octogenaria,2
1028,6,1,Caradrina morpheus,1
1029,6,1,Charanyca ferruginea,1
1030,6,1,Macrothylacia rubiM,1
1031,6,1,Pachycnemia hippocastanaria,2
1032,6,1,Mythimna conigera,2
1033,6,1,Oligia strigilis,1
1034,6,1,Menophra nycthemeraria,1
1035,6,1,Rhodostrophia vibicaria,1
1036,6,1,Eupithecia nanata,2
1037,6,1,Eupithecia scopariata,1
1038,4,1,Apamea remissa,1
1039,4,1,Mythimna conigera,1
1040,4,1,Pseudoterpna coronillaria,1
1041,4,1,Heterogynis paradoxa,1
1042,2,1,Cybosia mesomella,1
1043,2,1,Pseudoterpna coronillaria,2
1044,2,1,Diacrisia sannio,2
1045,2,1,Apamea monoglypha,3
1046,2,1,Charanyca ferruginea,14
1047,2,1,Lacanobia thalassina,2
1048,2,1,Hoplodrina octogenaria,6
1049,2,1,Alcis repandata,3
1050,2,1,Caradrina AGGseliniwullschlegeli,6
1051,2,1,Mythimna impura,6
1052,2,1,Eupithecia pulchellata,1
1053,2,1,Macaria alternataM,1
1054,2,1,Idaea contiguaria,1
1055,2,1,Caradrina morpheus,4
1056,2,1,Coscinia cribraria,1
1057,2,1,Apamea remissa,1
1058,2,1,Lycophotia erythrina,4
1059,2,1,Pachycnemia hippocastanaria,1
1060,2,1,Photedes minima,1
1061,2,1,Eupithecia subfuscata,4
1062,2,1,Eilema lurideola,3
1063,2,1,Mythimna conigera,1
1064,2,1,Spilosoma lutea,1
1065,2,1,Malacosoma neustria,1
1066,2,1,Eupithecia nanata,1
1067,2,1,Eupithecia scopariata,1
1068,19,1,Pseudoterpna coronillaria,1
1069,19,1,Coscinia cribraria,2
1070,19,1,Pachycnemia hippocastanaria,1
1071,19,1,Alcis repandata,1
1072,19,1,Apamea lithoxylaea,1
1073,19,1,Oligia strigilis,5
1074,19,1,Perconia baeticaria,1
1075,19,1,Lacanobia thalassina,1
1076,19,1,Apamea monoglypha,15
1077,19,1,Idaea aversata,1
1078,19,1,Mythimna conigera,2
1079,19,1,Hoplodrina octogenaria,12
1080,19,1,Hadena bicruris,1
1081,19,1,Lacanobia contigua,1
1082,19,1,Mythimna impura,2
1083,19,1,Caradrina AGGseliniwullschlegeli,5
1084,19,1,Caradrina morpheus,1
1085,19,1,Charanyca ferruginea,3
1086,19,1,Lycophotia erythrina,1
1087,19,1,Eilema lurideola,3
1088,19,1,Agrotis exclamationis,2
1089,19,1,Idaea contiguaria,1
1090,19,1,Bryophila ravula,1
1091,19,1,Peribatodes rhomboidaria,1
1092,19,1,Idaea subsericeata,1
1093,19,1,Gymnoscelis rufifasciata,1
1094,19,1,Eupithecia subfuscata,1
1095,19,1,Idaea fuscovenosa,1
1096,19,1,Eupithecia laquaearia,1
1097,21,1,Oligia strigilis,4
1098,21,1,Mythimna impura,6
1099,21,1,Mythimna conigera,3
1100,21,1,Apamea monoglypha,4
1101,21,1,Cleonymia diffluens,1
1102,21,1,Agrotis exclamationis,6
1103,21,1,Hoplodrina octogenaria,4
1104,21,1,Malacosoma neustria,1
1105,21,1,Perconia baeticaria,1
1106,21,1,Hyphoraia dejeani,1
1107,21,1,Charanyca ferruginea,1
1108,21,1,Eilema lurideola,1
1109,21,1,Melanchra pisi,1
1110,21,1,Gymnoscelis rufifasciata,1
1111,20,1,Mythimna impura,57
1112,20,1,Mythimna conigera,7
1113,20,1,Apamea monoglypha,1
1114,20,1,Hoplodrina octogenaria,20
1115,20,1,Eilema lurideola,2
1116,20,1,Hadena filograna,1
1117,20,1,Oligia strigilis,2
1118,20,1,Charanyca ferruginea,13
1119,20,1,Caradrina morpheus,1
1120,20,1,Xestia c-nigrum,1
1121,20,1,Apamea remissa,1
1122,20,1,Ochropleura leucogaster,2
1123,20,1,Deilephila porcellus,1
1124,20,1,Macrothylacia rubiM,1
1125,20,1,Epirrhoe alternataE,1
1126,20,1,Alcis repandata,1
1127,20,1,Cosmorhoe ocellata,1
1128,20,1,Diacrisia sannio,3
1129,20,1,Agrotis exclamationis,4
1130,20,1,Caradrina AGGseliniwullschlegeli,1
1131,20,1,Mythimna ferrago,1
1132,20,1,Idaea contiguaria,1
1133,20,1,Pseudoterpna coronillaria,1
1134,20,1,Eupithecia subfuscata,1
1135,20,1,Eupithecia pulchellata,1
1136,15,1,Idaea contiguaria,2
1137,15,1,Hoplodrina octogenaria,9
1138,15,1,Mythimna conigera,6
1139,15,1,Mythimna impura,7
1140,15,1,Caradrina AGGseliniwullschlegeli,4
1141,15,1,Apamea remissa,1
1142,15,1,Pseudoterpna coronillaria,1
1143,15,1,Apamea monoglypha,8
1144,15,1,Oligia strigilis,4
1145,15,1,Agrotis exclamationis,2
1146,15,1,Lacanobia w-latinum,1
1147,15,1,Apamea lithoxylaea,2
1148,15,1,Lacanobia contigua,1
1149,15,1,Dypterygia scabriuscula,1
1150,15,1,Catarhoe rubidata,1
1151,15,1,Charanyca ferruginea,1
1152,15,1,Diacrisia sannio,1
1153,15,1,Eilema lurideola,1
1154,15,1,Coscinia cribraria,1
1155,16,1,Agrotis exclamationis,3
1156,16,1,Hoplodrina octogenaria,3
1157,16,1,Oligia strigilis,1
1158,16,1,Charanyca ferruginea,2
1159,16,1,Mythimna impura,2
1160,16,1,Caradrina AGGseliniwullschlegeli,1
1161,16,1,Xanthorhoe iberica,1
1162,16,1,Apamea monoglypha,1
1163,16,1,Gymnoscelis rufifasciata,1
1164,17,1,Diacrisia sannio,1
1165,17,1,Deilephila porcellus,3
1166,17,1,Catarhoe rubidata,1
1167,17,1,Hoplodrina octogenaria,7
1168,17,1,Ochropleura plecta,1
1169,17,1,Mythimna conigera,3
1170,17,1,Agrotis exclamationis,1
1171,17,1,Hyles livornica,1
1172,17,1,Apamea monoglypha,6
1173,17,1,Alcis repandata,1
1174,17,1,Dypterygia scabriuscula,1
1175,17,1,Hadena albimacula,1
1176,17,1,Eilema lurideola,3
1177,17,1,Caradrina AGGseliniwullschlegeli,3
1178,17,1,Caradrina morpheus,2
1179,17,1,Hadena perplexa,2
1180,17,1,Cucullia umbratica,2
1181,17,1,Drymonia querna,1
1182,17,1,Macrothylacia rubiM,1
1183,17,1,Noctua pronuba,1
1184,17,1,Charanyca ferruginea,1
1185,17,1,Lacanobia oleracea,1
1186,17,1,Apamea lithoxylaea,1
1187,17,1,Gymnoscelis rufifasciata,1
1188,18,1,Phalera bucephala,1
1189,18,1,Diacrisia sannio,1
1190,18,1,Mythimna impura,3
1191,18,1,Hoplodrina octogenaria,15
1192,18,1,Eilema lurideola,3
1193,18,1,Deilephila porcellus,1
1194,18,1,Alcis repandata,2
1195,18,1,Agrotis exclamationis,8
1196,18,1,Oligia strigilis,5
1197,18,1,Apamea monoglypha,4
1198,18,1,Lacanobia contigua,1
1199,18,1,Camptogramma bilineata,1
1200,18,1,Catarhoe rubidata,2
1201,18,1,Idaea contiguaria,5
1202,18,1,Caradrina AGGseliniwullschlegeli,7
1203,18,1,Melanchra pisi,1
1204,18,1,Pseudoterpna coronillaria,1
1205,18,1,Charanyca ferruginea,4
1206,18,1,Lacanobia thalassina,1
1207,18,1,Mythimna conigera,1
1208,18,1,Phragmatobia fuliginosa,2
1209,18,1,Spilosoma lutea,1
1210,18,1,Euproctis similis,1
1211,18,1,Eilema complana,1
1212,18,1,Malacosoma castrensis,1
1213,18,1,Idaea subsericeata,3
1214,18,1,Eupithecia pulchellata,1
1215,18,1,Gymnoscelis rufifasciata,2
1216,42,2,Lycophotia erythrina,12
1217,42,2,Pachycnemia hippocastanaria,3
1218,42,2,Lycophotia porphyrea,8
1219,42,2,Noctua pronuba,6
1220,42,2,Noctua tirrenica,2
1221,42,2,Harpyia milhauseri,2
1222,42,2,Dyspessa ulula,1
1223,42,2,Eilema lurideola,1
1224,42,2,Rhodostrophia calabra,1
1225,42,2,Nychiodes andalusiaria,1
1226,36,2,Coscinia cribraria,2
1227,36,2,Dyspessa ulula,1
1228,36,2,Caradrina AGGseliniwullschlegeli,3
1229,36,2,Charissa mucidaria,1
1230,36,2,Lycophotia porphyrea,4
1231,36,2,Noctua tirrenica,2
1232,36,2,Lycophotia erythrina,13
1233,36,2,Atlantarctia tigrina,1
1234,36,2,Euproctis similis,1
1235,36,2,Apamea monoglypha,3
1236,36,2,Mesapamea secalis,1
1237,36,2,Pachycnemia hippocastanaria,6
1238,36,2,Anarta myrtilli,1
1239,36,2,Euproctis chrysorrhoea,3
1240,36,2,Odice pergrata,1
1241,36,2,Noctua pronuba,9
1242,36,2,Charanyca ferruginea,1
1243,36,2,Eilema complana,3
1244,36,2,Idaea degeneraria,1
1245,36,2,Gymnoscelis rufifasciata,1
1246,37,2,Alcis repandata,1
1247,37,2,Lycophotia erythrina,5
1248,37,2,Rhodostrophia calabra,2
1249,37,2,Pachycnemia hippocastanaria,9
1250,37,2,Bryophila ravula,1
1251,37,2,Charanyca ferruginea,3
1252,37,2,Ourapteryx sambucaria,1
1253,37,2,Cleorodes lichenaria,1
1254,39,2,Idaea aversata,1
1255,39,2,Atlantarctia tigrina,2
1256,39,2,Noctua tirrenica,2
1257,39,2,Hoplodrina octogenaria,1
1258,39,2,Lycophotia porphyrea,3
1259,39,2,Alcis repandata,1
1260,39,2,Lycophotia erythrina,12
1261,39,2,Pachycnemia hippocastanaria,8
1262,39,2,Anarta myrtilli,2
1263,39,2,Noctua pronuba,2
1264,39,2,Apamea monoglypha,2
1265,39,2,Charissa mucidaria,1
1266,39,2,Charanyca ferruginea,1
1267,39,2,Calophasia hamifera,1
1268,39,2,Idaea ostrinaria,1
1269,39,2,Gymnoscelis rufifasciata,1
1270,39,2,Idaea sardoniata,1
1271,38,2,Pachycnemia hippocastanaria,8
1272,38,2,Alcis repandata,3
1273,38,2,Lycophotia erythrina,5
1274,38,2,Charanyca ferruginea,3
1275,38,2,Eilema lurideola,1
1276,38,2,Idaea deversaria,1
1277,40,2,Euproctis chrysorrhoea,3
1278,40,2,Idaea contiguaria,8
1279,40,2,Eilema lurideola,1
1280,40,2,Pseudoterpna coronillaria,2
1281,40,2,Lycophotia erythrina,13
1282,40,2,Nychiodes andalusiaria,4
1283,40,2,Hypomecis punctinalis,1
1284,40,2,Idaea degeneraria,1
1285,40,2,Pachycnemia hippocastanaria,5
1286,40,2,Coscinia cribraria,1
1287,40,2,Phalera bucephala,1
1288,40,2,Caradrina AGGseliniwullschlegeli,4
1289,40,2,Caradrina aspersa,6
1290,40,2,Noctua pronuba,1
1291,40,2,Lophoterges millierei,1
1292,40,2,Rhodostrophia calabra,4
1293,40,2,Cosmia trapezina,1
1294,40,2,Hoplodrina octogenaria,1
1295,40,2,Mythimna albipuncta,1
1296,40,2,Catocala promissa,1
1297,40,2,Charissa mucidaria,2
1298,40,2,Charissa avilarius,1
1299,40,2,Idaea fuscovenosa,5
1300,40,2,Gymnoscelis rufifasciata,1
1301,40,2,Idaea eugeniata,3
1302,40,2,Idaea deversaria,1
1303,41,2,Alcis repandata,13
1304,41,2,Pseudoterpna coronillaria,2
1305,41,2,Mythimna impura,1
1306,41,2,Lycophotia erythrina,1
1307,41,2,Rhoptria asperaria,1
1308,41,2,Idaea contiguaria,2
1309,41,2,Charanyca ferruginea,1
1310,41,2,Mythimna conigera,1
1311,41,2,Lasiocampa quercus,1
1312,41,2,Caradrina AGGseliniwullschlegeli,1
1313,41,2,Lycophotia porphyrea,2
1314,41,2,Atlantarctia tigrina,1
1315,41,2,Pachycnemia hippocastanaria,1
1316,41,2,Harpyia milhauseri,1
1317,41,2,Peribatodes rhomboidaria,1
1318,56,2,Cleonymia diffluens,1
1319,56,2,Charanyca ferruginea,3
1320,56,2,Alcis repandata,1
1321,56,2,Mythimna impura,1
1322,56,2,Lycophotia porphyrea,2
1323,56,2,Pachycnemia hippocastanaria,7
1324,56,2,Pseudoterpna coronillaria,1
1325,56,2,Hoplodrina octogenaria,1
1326,56,2,Lycophotia erythrina,1
1327,56,2,Atlantarctia tigrina,1
1328,56,2,Caradrina aspersa,1
1329,56,2,Odice pergrata,1
1330,56,2,Scotopteryx luridata,2
1331,56,2,Rhodostrophia vibicaria,1
1332,56,2,Ectropis crepuscularia,1
1333,56,2,Cyclophora porata,1
1334,56,2,Idaea litigiosaria,1
1335,55,2,Pseudoterpna coronillaria,8
1336,55,2,Alcis repandata,8
1337,55,2,Euproctis chrysorrhoea,22
1338,55,2,Pachycnemia hippocastanaria,23
1339,55,2,Coscinia cribraria,2
1340,55,2,Charanyca ferruginea,10
1341,55,2,Thalera fimbrialis,3
1342,55,2,Cosmorhoe ocellata,1
1343,55,2,Hoplodrina octogenaria,3
1344,55,2,Caradrina AGGseliniwullschlegeli,1
1345,55,2,Caradrina aspersa,1
1346,55,2,Nychiodes andalusiaria,2
1347,55,2,Lycophotia erythrina,7
1348,55,2,Rhodostrophia vibicaria,1
1349,55,2,Harpyia milhauseri,1
1350,55,2,Meganola strigula,1
1351,55,2,Peribatodes ilicaria,4
1352,55,2,Peridroma saucia,1
1353,55,2,Phalera bucephala,1
1354,55,2,Idaea contiguaria,3
1355,55,2,Idaea aversata,2
1356,55,2,Malacosoma neustria,1
1357,55,2,Paracolax tristalis,1
1358,55,2,Eupithecia scopariata,2
1359,55,2,Cyclophora porata,1
1360,55,2,Idaea eugeniata,1
1361,55,2,Idaea deversaria,1
1362,54,2,Euproctis chrysorrhoea,10
1363,54,2,Pseudoterpna coronillaria,4
1364,54,2,Coscinia cribraria,1
1365,54,2,Eilema lurideola,1
1366,54,2,Peribatodes rhomboidaria,2
1367,54,2,Caradrina AGGseliniwullschlegeli,7
1368,54,2,Caradrina aspersa,2
1369,54,2,Alcis repandata,17
1370,54,2,Cosmia trapezina,3
1371,54,2,Pachycnemia hippocastanaria,8
1372,54,2,Nychiodes andalusiaria,2
1373,54,2,Lycophotia erythrina,2
1374,54,2,Idaea dromikos,1
1375,54,2,Acronicta rumicis,1
1376,54,2,Catocala promissa,3
1377,54,2,Drymonia velitaris,1
1378,54,2,Hoplodrina octogenaria,6
1379,54,2,Idaea aversata,3
1380,54,2,Rhoptria asperaria,1
1381,54,2,Conisania andalusica,1
1382,54,2,Charanyca ferruginea,2
1383,54,2,Peribatodes ilicaria,1
1384,54,2,Idaea contiguaria,1
1385,54,2,Idaea lutulentaria,1
1386,54,2,Idaea fuscovenosa,1
1387,54,2,Idaea deversaria,3
1388,54,2,Cyclophora punctaria,1
1389,54,2,Cyclophora ruficiliaria,1
1390,54,2,Idaea eugeniata,1
1391,54,2,Eupithecia scopariata,1
1392,50,2,Euproctis chrysorrhoea,22
1393,50,2,Idaea contiguaria,5
1394,50,2,Coscinia cribraria,2
1395,50,2,Alcis repandata,4
1396,50,2,Lophoterges millierei,1
1397,50,2,Nychiodes andalusiaria,6
1398,50,2,Sphinx ligustri,1
1399,50,2,Rhoptria asperaria,1
1400,50,2,Lycophotia erythrina,6
1401,50,2,Polia nebulosa,1
1402,50,2,Peribatodes ilicaria,1
1403,50,2,Pseudoterpna coronillaria,2
1404,50,2,Catocala promissa,1
1405,50,2,Thalera fimbrialis,1
1406,50,2,Pachycnemia hippocastanaria,8
1407,50,2,Caradrina aspersa,1
1408,50,2,Gnophos furvata,1
1409,50,2,Idaea ostrinaria,2
1410,50,2,Cyclophora porata,1
1411,50,2,Idaea eugeniata,3
1412,50,2,Idaea deversaria,1
1413,50,2,Idaea fuscovenosa,1
1414,51,2,Euproctis chrysorrhoea,26
1415,51,2,Pseudoterpna coronillaria,2
1416,51,2,Bryophila ravula,2
1417,51,2,Caradrina AGGseliniwullschlegeli,4
1418,51,2,Caradrina aspersa,4
1419,51,2,Catocala promissa,3
1420,51,2,Rhoptria asperaria,1
1421,51,2,Pachycnemia hippocastanaria,6
1422,51,2,Peribatodes ilicaria,3
1423,51,2,Alcis repandata,3
1424,51,2,Lycophotia erythrina,14
1425,51,2,Idaea contiguaria,7
1426,51,2,Apamea monoglypha,1
1427,51,2,Hoplodrina octogenaria,1
1428,51,2,Idaea aversata,1
1429,51,2,Odice pergrata,1
1430,51,2,Paracolax tristalis,1
1431,51,2,Eilema caniola,3
1432,51,2,Nychiodes andalusiaria,1
1433,51,2,Idaea moniliata,1
1434,51,2,Acronicta aceris,1
1435,51,2,Idaea lutulentaria,1
