"p" "s1" "s2" "Jabd" "Labd"
4 4 22 0 0
4 4 23 0 0
4 4 24 0 0
4 4 25 0 0
4 4 26 0.0343102674276919 0.066344246031746
4 4 27 0 0
4 4 28 0 0
4 4 29 0.0602409638554217 0.113636363636364
4 4 30 0 0
4 4 31 0.0352781546811398 0.0681520314547837
4 4 32 0 0
4 4 33 0.0602409638554217 0.113636363636364
4 4 34 0 0
4 4 35 0 0
4 4 36 0 0
4 4 37 0 0
4 4 38 0 0
4 4 39 0 0
4 4 40 0 0
4 4 41 0 0
4 4 42 0 0
4 4 43 0 0
4 4 44 0 0
4 4 45 0 0
4 4 46 0 0
4 4 47 0 0
4 4 48 0 0
4 4 49 0 0
4 4 50 0 0
4 4 51 0 0
4 4 52 0 0
4 4 53 0 0
4 4 54 0 0
4 4 55 0 0
4 4 56 0 0
4 4 57 0 0
4 4 58 0 0
4 4 59 0 0
4 4 60 0 0
4 4 61 0 0
4 4 62 0 0
4 4 63 0 0
4 4 64 0 0
4 4 65 0 0
4 4 66 0 0
4 4 67 0 0
4 4 68 0 0
4 4 69 0.108991825613079 0.196560196560197
4 4 70 0 0
4 4 71 0 0
4 4 72 0 0
4 4 73 0 0
4 4 74 0.100286532951289 0.182291666666667
4 4 75 0 0
4 4 76 0.0582925911996991 0.110163468372424
4 4 77 0 0
4 4 78 0 0
4 4 79 0 0
4 4 80 0 0
4 4 81 0 0
4 4 82 0 0
4 4 83 0 0
4 4 84 0 0
4 5 6 1 1
4 5 7 0.607644744238336 0.755944055944056
4 5 8 0.616273056369591 0.762585324232082
4 5 9 0.476394849785408 0.645348837209302
4 5 10 0.537845395793075 0.699479150848847
4 5 11 0.276923076923077 0.433734939759036
4 5 12 0.495777027027027 0.662902315076228
4 5 13 0.28 0.4375
4 5 14 0.459922954683791 0.630064693767908
4 5 15 0.343363423604146 0.511199601791936
4 5 16 0.264150943396226 0.417910447761194
4 5 17 0 0
4 5 18 0.23936170212766 0.386266094420601
4 5 19 0.323324870294735 0.488655321988655
4 5 20 0.478260869565217 0.647058823529412
4 5 21 0.214484679665738 0.353211009174312
4 5 22 0.574803149606299 0.73
4 5 23 0.333333333333333 0.5
4 5 24 0.102941176470588 0.186666666666667
4 5 25 0.380372703240756 0.551115944770191
4 5 26 0.550347222222222 0.70996640537514
4 5 27 0.334128878281623 0.500894454382827
4 5 28 0.6875 0.814814814814815
4 5 29 0.150404613524323 0.261481241914618
4 5 30 0.0906963136337039 0.166309012875536
4 5 31 0.0827114187386412 0.152785714285714
4 5 32 0.0721691452415179 0.134622686283816
4 5 33 0.150404613524323 0.261481241914618
4 5 34 0.0391340549542048 0.0753205128205128
4 5 35 0.230243485689876 0.374305555555556
4 5 36 0 0
4 5 37 0.0617608409986859 0.116336633663366
4 5 38 0.15234375 0.264406779661017
4 5 39 0.0695447819653582 0.130045572916667
4 5 40 0.0531959254184786 0.101018099547511
4 5 41 0 0
4 5 42 0.0611183355006502 0.115196078431373
4 5 43 0.0592686002522068 0.111904761904762
4 5 44 0.124497991967871 0.221428571428571
4 5 45 0.121452068834411 0.216597877358491
4 5 46 0 0
4 5 47 0.220023282887078 0.360687022900763
4 5 48 0.153256430465 0.265780318091451
4 5 49 0.125 0.222222222222222
4 5 50 0.21796875 0.357921744708146
4 5 51 0.113728519019116 0.204230235783634
4 5 52 0.107863604732081 0.194723618090452
4 5 53 0.0616887851830246 0.116208791208791
4 5 54 0.15 0.260869565217391
4 5 55 0.056422569027611 0.106818181818182
4 5 56 0.0611183355006502 0.115196078431373
4 5 57 0.0910888370177125 0.166968690224504
4 5 58 0.116981132075472 0.209459459459459
4 5 59 1 1
4 5 60 0.125 0.222222222222222
4 5 61 0.1484375 0.258503401360544
4 5 62 0.0611183355006502 0.115196078431373
4 5 63 0.822115384615385 0.902374670184697
4 5 64 0.125 0.222222222222222
4 5 65 0.214484679665738 0.353211009174312
4 5 66 0.201927393529465 0.336005976095617
4 5 67 0.135135135135135 0.238095238095238
4 5 68 0.201923076923077 0.336
4 5 69 0.222058626689868 0.36341730558598
4 5 70 0.215277777777778 0.354285714285714
4 5 71 0.338709677419355 0.506024096385542
4 5 72 0.4375 0.608695652173913
4 5 73 0.276315789473684 0.432989690721649
4 5 74 0.934895833333333 0.966352624495289
4 5 75 0.264150943396226 0.417910447761194
4 5 76 0.56547619047619 0.722433460076046
4 5 77 0.304347826086957 0.466666666666667
4 5 78 0.061978021978022 0.116721854304636
4 5 79 0.211203633610901 0.34875
4 5 80 0.217217217217217 0.356907894736842
4 5 81 0 0
4 5 82 1 1
4 5 83 0.55593335600136 0.714597902097902
4 5 84 0.0748515998262632 0.139278017241379
4 6 7 0.569517422158199 0.725722969516415
4 6 8 0.517857142857143 0.682352941176471
4 6 9 0.600881461465231 0.750688262596614
4 6 10 0.735588972431078 0.847653429602888
4 6 11 0.320896392509852 0.485876703622625
4 6 12 0.564350064350064 0.72151378033731
4 6 13 0.301842106069442 0.463715384011924
4 6 14 0.609732602150462 0.757557623341806
4 6 15 0.261075014766686 0.414051522248244
4 6 16 0.232558139534884 0.377358490566038
4 6 17 0.0274176604366046 0.0533719858873233
4 6 18 0.41073695012287 0.582301257632894
4 6 19 0.637566137566138 0.778675282714055
4 6 20 0.51240096920857 0.677599366359447
4 6 21 0.1985559566787 0.331325301204819
4 6 22 0.608566810344828 0.75665717635237
4 6 23 0.763604952490642 0.865959183673469
4 6 24 0.030902348578492 0.0599520383693046
4 6 25 0.585434173669468 0.738515901060071
4 6 26 0.714963747038041 0.833794589854011
4 6 27 0.75952380952381 0.863328822733424
4 6 28 0.500873381561594 0.667442554068694
4 6 29 0.141038461680388 0.247210705715709
4 6 30 0.119594257506335 0.213638568980706
4 6 31 0.0673747847964063 0.126243913114844
4 6 32 0.0980146274213523 0.178530640619126
4 6 33 0.196311266270847 0.328194294922576
4 6 34 0.186547085201794 0.314436885865457
4 6 35 0.0938367573570239 0.171573604060914
4 6 36 0 0
4 6 37 0 0
4 6 38 0.10356119525174 0.187685459940653
4 6 39 0.129951355107714 0.230012300123001
4 6 40 0.165429245357691 0.283894103424388
4 6 41 0 0
4 6 42 0.207547169811321 0.34375
4 6 43 0 0
4 6 44 0.148396326137764 0.258440962863133
4 6 45 0.138177397683892 0.242804676959976
4 6 46 0 0
4 6 47 0.158150022744746 0.273108007838122
4 6 48 0.0640716010796988 0.120427236315087
4 6 49 0.0652818991097923 0.122562674094708
4 6 50 0.142791621637891 0.249899664880702
4 6 51 0.0885048274914224 0.162617243867244
4 6 52 0.0723684210526316 0.134969325153374
4 6 53 0 0
4 6 54 0.148648648648649 0.258823529411765
4 6 55 0 0
4 6 56 0 0
4 6 57 0.0784006783419757 0.145401760062903
4 6 58 0.156786666654317 0.271072741714388
4 6 59 0.474404761904762 0.643520387565604
4 6 60 0.220876072271724 0.361832093016177
4 6 61 0.17310443490701 0.295121951219512
4 6 62 0.207547169811321 0.34375
4 6 63 0.701728897283162 0.824724664902245
4 6 64 0.0238095238095238 0.0465116279069767
4 6 65 0.1985559566787 0.331325301204819
4 6 66 0.191898673676664 0.322005012531328
4 6 67 0.0294602875324063 0.0572344322344322
4 6 68 0.403336096145877 0.574824658545589
4 6 69 0.441227851260294 0.612294372294372
4 6 70 0.284375 0.442822384428224
4 6 71 0.288461538461538 0.447761194029851
4 6 72 0.357142857142857 0.526315789473684
4 6 73 0.241935483870968 0.38961038961039
4 6 74 0.746031746031746 0.854545454545454
4 6 75 0.232558139534884 0.377358490566038
4 6 76 0.732993197278911 0.845927379784102
4 6 77 0.263157894736842 0.416666666666667
4 6 78 0.222972972972973 0.364640883977901
4 6 79 0.148648648648649 0.258823529411765
4 6 80 0.17310443490701 0.295121951219512
4 6 81 0 0
4 6 82 0.617666666666667 0.76365134968061
4 6 83 0.299482964337797 0.460926341562946
4 6 84 0.38348623853211 0.554376657824934
4 7 8 0.586965119038203 0.739732854864434
4 7 9 0.706876456876457 0.828269033799932
4 7 10 0.474116457731851 0.643255090525683
4 7 11 0.25 0.4
4 7 12 0.808353808353808 0.894021739130435
4 7 13 0.355340465939167 0.524356019567287
4 7 14 0.551729290849619 0.711115391200137
4 7 15 0.494720202339551 0.661956935572571
4 7 16 0.276771004942339 0.433548387096774
4 7 17 0.121951219512195 0.217391304347826
4 7 18 0.297906587814359 0.459057054816289
4 7 19 0.395831080266846 0.567161866307166
4 7 20 0.232498722534492 0.377280265339967
4 7 21 0.155555555555556 0.269230769230769
4 7 22 0.423822322817937 0.595330352707402
4 7 23 0.469879518072289 0.639344262295082
4 7 24 0.23030303030303 0.374384236453202
4 7 25 0.421118793211816 0.59265811587793
4 7 26 0.559180128959639 0.717274570876876
4 7 27 0.585183140795647 0.738316129834598
4 7 28 0.888774104683196 0.941112123974476
4 7 29 0.151127196925106 0.262572541642309
4 7 30 0.169189289902566 0.289412999868764
4 7 31 0.113999918676046 0.204667732492353
4 7 32 0.205034341934286 0.340296263432909
4 7 33 0.213319458896982 0.351629502572899
4 7 34 0.0655507120976638 0.123036306678674
4 7 35 0.0988033213653884 0.179838046435124
4 7 36 0 0
4 7 37 0.0301399354144241 0.0585161964472309
4 7 38 0.160984848484849 0.277324632952692
4 7 39 0.0783410138248848 0.145299145299145
4 7 40 0.0512129380053908 0.0974358974358974
4 7 41 0 0
4 7 42 0.130027459214989 0.230131503716409
4 7 43 0.0295403165033911 0.0573854486897965
4 7 44 0.151222153465347 0.262715850298999
4 7 45 0.196571090747857 0.328557312252964
4 7 46 0 0
4 7 47 0.0941859170860696 0.1721570632839
4 7 48 0.264069264069264 0.417808219178082
4 7 49 0.166060606060606 0.284823284823285
4 7 50 0.164452985766404 0.282455346461526
4 7 51 0.267577742697283 0.42218750564033
4 7 52 0.170503968076044 0.291334284592475
4 7 53 0.0301229508196721 0.0584841853988462
4 7 54 0.151384505978043 0.262960818374831
4 7 55 0.0288235294117647 0.0560320182961692
4 7 56 0.0299877600979192 0.0582293523469994
4 7 57 0.111540441374916 0.200695246386081
4 7 58 0.149587446355335 0.260245441666207
4 7 59 0.616535166271359 0.762785962390706
4 7 60 0.24025974025974 0.387434554973822
4 7 61 0.155119133574007 0.268576857685769
4 7 62 0.202020202020202 0.336134453781513
4 7 63 0.535966149506347 0.697887970615243
4 7 64 0.0909090909090909 0.166666666666667
4 7 65 0.579545454545454 0.733812949640288
4 7 66 0.146560319042871 0.255652173913044
4 7 67 0.272727272727273 0.428571428571429
4 7 68 0.457715780296425 0.62799043062201
4 7 69 0.573050551719053 0.728585042728366
4 7 70 0.300413524689856 0.462027684249906
4 7 71 0.235773551655775 0.381580510992276
4 7 72 0.212121212121212 0.35
4 7 73 0.223410515543047 0.365225756530104
4 7 74 0.687411635335393 0.814752750236621
4 7 75 0.28169014084507 0.43956043956044
4 7 76 1 1
4 7 77 0.303064699205448 0.465156794425087
4 7 78 0.0857142857142857 0.157894736842105
4 7 79 0.331975560081467 0.498470948012233
4 7 80 0.18782722513089 0.316253443526171
4 7 81 0.248351386739674 0.397886988195358
4 7 82 1 1
4 7 83 0.378413693976218 0.549056782633425
4 7 84 0.201413427561837 0.335294117647059
4 8 9 0.317286652078775 0.481727574750831
4 8 10 0.313253012048193 0.477064220183486
4 8 11 0.16 0.275862068965517
4 8 12 0.274774774774775 0.431095406360424
4 8 13 0.10625 0.192090395480226
4 8 14 0.406639004149378 0.578171091445428
4 8 15 0.123456790123457 0.21978021978022
4 8 16 0.222222222222222 0.363636363636364
4 8 17 0.0814217292664482 0.150582750582751
4 8 18 0.426966292134831 0.598425196850394
4 8 19 0.592592592592593 0.744186046511628
4 8 20 0.338945781240183 0.506287537537537
4 8 21 0.556164383561644 0.714788732394366
4 8 22 0.4 0.571428571428572
4 8 23 0.777777777777778 0.875
4 8 24 0.146732429099877 0.255913978494624
4 8 25 0.258580001348527 0.410907532411872
4 8 26 0.350698637226151 0.519284802043423
4 8 27 0.44 0.611111111111111
4 8 28 0.173708920187793 0.296
4 8 29 0.0532915360501567 0.101190476190476
4 8 30 0.0327183435094239 0.0633635370477476
4 8 31 0.0360433825328223 0.0695789059425423
4 8 32 0.0265846918446477 0.0517924961395601
4 8 33 0.117601675300342 0.210453648915187
4 8 34 0 0
4 8 35 0 0
4 8 36 0 0
4 8 37 0 0
4 8 38 0 0
4 8 39 0 0
4 8 40 0 0
4 8 41 0 0
4 8 42 0 0
4 8 43 0 0
4 8 44 0 0
4 8 45 0 0
4 8 46 0 0
4 8 47 0 0
4 8 48 0 0
4 8 49 0 0
4 8 50 0 0
4 8 51 0.0201578196570342 0.0395190219956575
4 8 52 0 0
4 8 53 0 0
4 8 54 0 0
4 8 55 0 0
4 8 56 0 0
4 8 57 0 0
4 8 58 0 0
4 8 59 0.120460112898072 0.215019011406844
4 8 60 0.0770421134077595 0.143062397372742
4 8 61 0 0
4 8 62 0 0
4 8 63 0.0711610486891386 0.132867132867133
4 8 64 0.166666666666667 0.285714285714286
4 8 65 0.192982456140351 0.323529411764706
4 8 66 0.0980704197334394 0.178623188405797
4 8 67 0.191873589164786 0.321969696969697
4 8 68 0.346534653465347 0.514705882352941
4 8 69 0.590909090909091 0.742857142857143
4 8 70 0 0
4 8 71 0.272727272727273 0.428571428571429
4 8 72 0.333333333333333 0.5
4 8 73 0.230769230769231 0.375
4 8 74 0.546875 0.707070707070707
4 8 75 0.222222222222222 0.363636363636364
4 8 76 0.503809040121889 0.670043904086457
4 8 77 0.25 0.4
4 8 78 0 0
4 8 79 0 0
4 8 80 0 0
4 8 81 0.122832369942197 0.218790218790219
4 8 82 0.0416156670746634 0.0799059929494712
4 8 83 0.157894736842105 0.272727272727273
4 8 84 0 0
4 9 10 0.762145748987854 0.865020103388857
4 9 11 0.472575546553089 0.641835385164807
4 9 12 0.911642411642412 0.953779227841218
4 9 13 0.539054078855196 0.700500503862949
4 9 14 0.490725412793412 0.658371298405467
4 9 15 0.411027924635418 0.582593607765232
4 9 16 0.320564516129032 0.485496183206107
4 9 17 0.285399991618824 0.444064094413745
4 9 18 0.545470415477193 0.705895641889423
4 9 19 0.499287749287749 0.66603325415677
4 9 20 0.592611400279294 0.744200876843364
4 9 21 0.320261437908497 0.485148514851485
4 9 22 0.614262930052404 0.761044460127029
4 9 23 0.5 0.666666666666667
4 9 24 0.423076923076923 0.594594594594595
4 9 25 0.540236353404615 0.701497990500548
4 9 26 0.959401709401709 0.97928026172301
4 9 27 0.632051282051282 0.774548311076198
4 9 28 0.522740829108261 0.686578857170837
4 9 29 0.215253972693626 0.354253477100779
4 9 30 0.107877713278575 0.194746607835136
4 9 31 0.137624839118419 0.241951185287179
4 9 32 0.167767389999142 0.287330150569225
4 9 33 0.137422821800407 0.241638938777195
4 9 34 0.191066894226366 0.320833187711879
4 9 35 0.118483412322275 0.211864406779661
4 9 36 0 0
4 9 37 0 0
4 9 38 0.0941850941850942 0.172155688622754
4 9 39 0.115332428765265 0.206812652068127
4 9 40 0.064276048714479 0.120788302606484
4 9 41 0 0
4 9 42 0.161290322580645 0.277777777777778
4 9 43 0 0
4 9 44 0.0980392156862745 0.178571428571429
4 9 45 0.0539361946293321 0.102351916376307
4 9 46 0 0
4 9 47 0.0407830342577488 0.0783699059561129
4 9 48 0.0604185086943708 0.113952195664258
4 9 49 0.0598802395209581 0.112994350282486
4 9 50 0.12962962962963 0.229508196721311
4 9 51 0.161992249002061 0.278818123169381
4 9 52 0.121739130434783 0.217054263565891
4 9 53 0 0
4 9 54 0.12962962962963 0.229508196721311
4 9 55 0 0
4 9 56 0 0
4 9 57 0.079341560370595 0.1470184476976
4 9 58 0.147651006711409 0.257309941520468
4 9 59 0.591144571577653 0.743043193104095
4 9 60 0.142857142857143 0.25
4 9 61 0.14745308310992 0.257009345794393
4 9 62 0.161290322580645 0.277777777777778
4 9 63 0.428782651552489 0.600206967919972
4 9 64 0.192307692307692 0.32258064516129
4 9 65 0.323771961276443 0.489165763813651
4 9 66 0.215311004784689 0.354330708661417
4 9 67 0.519230769230769 0.683544303797468
4 9 68 0.359697933227345 0.529085062847121
4 9 69 0.246520874751491 0.395534290271132
4 9 70 0.343362831858407 0.511198945981555
4 9 71 0.228949853772487 0.372594297594298
4 9 72 0.192307692307692 0.32258064516129
4 9 73 0.153061224489796 0.265486725663717
4 9 74 0.623397435897436 0.768015794669299
4 9 75 0.31858407079646 0.483221476510067
4 9 76 0.546703296703297 0.706927175843694
4 9 77 0.355932203389831 0.525
4 9 78 0.170454545454545 0.29126213592233
4 9 79 0.522537891214487 0.686403792286145
4 9 80 0.14745308310992 0.257009345794393
4 9 81 0.0456053067993366 0.0872323552735924
4 9 82 0.846989966555184 0.917157084653689
4 9 83 0.289256198347107 0.448717948717949
4 9 84 0.367088607594937 0.537037037037037
4 10 11 0.417956656346749 0.589519650655022
4 10 12 0.695590327169274 0.820469798657718
4 10 13 0.524692509300796 0.688260099790761
4 10 14 0.985197368421053 0.992543496271748
4 10 15 0.219966159052453 0.360610263522885
4 10 16 0.210191082802548 0.347368421052632
4 10 17 0.194226530467139 0.325275859331587
4 10 18 0.376425855513308 0.546961325966851
4 10 19 0.507797270955166 0.673561732385262
4 10 20 0.62280701754386 0.767567567567567
4 10 21 0.315315315315315 0.479452054794521
4 10 22 0.454545454545455 0.625
4 10 23 0.560906515580737 0.718693284936479
4 10 24 0.317919075144509 0.482456140350877
4 10 25 0.90177019200292 0.948348223980929
4 10 26 0.524853801169591 0.688398849472675
4 10 27 0.789473684210526 0.882352941176471
4 10 28 0.619166679188016 0.764796715676631
