"p" "s1" "s2" "n" "nsp1" "m" "nsp2" "nsh" "fm1" "fm2" "f1m" "f2m" "u_pt1" "v_pt1" "Junad" "Lunad" "U" "V" "Jabd" "Labd"
6 7 14 152 42 67 18 12 4 1 2 1 0.592105263157895 0.835820895522388 0.530414649547464 0.693164626598817 0.903181461115475 1 0.903181461115475 0.949128056960066
6 7 15 152 42 96 30 18 6 4 3 4 0.717105263157895 0.791666666666667 0.603262452665307 0.752543604651163 0.795230263157895 0.818830523574561 0.676246212318664 0.806857855783904
6 7 16 152 42 46 24 16 9 4 4 4 0.592105263157895 0.826086956521739 0.526477832512315 0.689794271883824 0.823798627002288 0.869279176201373 0.732994185170073 0.845928037661752
6 7 17 152 42 65 28 18 12 1 3 7 0.592105263157895 0.8 0.515759312320917 0.680529300567108 1 0.81965008675535 0.81965008675535 0.900887585719167
6 7 18 152 42 77 31 18 6 4 4 5 0.664473684210526 0.779220779220779 0.559195349266402 0.717287092383263 0.747265892002734 0.805023923444976 0.632746853228041 0.775070369270119
6 7 19 152 42 119 32 22 10 3 5 6 0.776315789473684 0.865546218487395 0.692772457820337 0.818506296720318 1 0.886416408668731 0.886416408668731 0.939788696276541
6 7 20 152 42 69 29 18 8 5 2 7 0.657894736842105 0.797101449275362 0.563524590163934 0.72083879423329 0.808314263920671 0.807385311103847 0.677640561593576 0.807849520459724
6 7 21 152 42 62 23 15 7 3 1 4 0.684210526315789 0.774193548387097 0.570383912248629 0.726426076833527 1 0.776196413412564 0.776196413412564 0.873998401923666
6 7 22 152 42 77 20 13 4 2 3 1 0.657894736842105 0.87012987012987 0.599070100143062 0.749273093267725 0.690362269309638 0.928186944634313 0.65535780217248 0.791801991463589
6 7 23 152 42 207 31 21 6 4 5 5 0.763157894736842 0.826086956521739 0.657517899761336 0.79337652987761 0.856454996186117 0.871678743961353 0.760563092572318 0.863999814356073
6 7 24 152 42 187 33 19 4 3 4 6 0.730263157894737 0.866310160427808 0.656301324865871 0.792490249223243 0.756438221221503 0.882247396566282 0.687070866847005 0.814513344221376
6 7 25 152 42 225 44 22 7 2 4 7 0.763157894736842 0.795555555555556 0.638028515240905 0.779020034516395 1 0.82078529657477 0.82078529657477 0.901572852239984
6 7 26 152 42 293 36 22 5 1 7 5 0.776315789473684 0.843003412969283 0.678255608303081 0.808286419479187 0.956619364109934 0.935564487156458 0.897487810750551 0.945974783780614
6 7 27 152 42 172 35 22 7 3 6 5 0.789473684210526 0.883720930232558 0.715181932245922 0.833942940746159 0.896305079559364 0.963425642594859 0.866810742056035 0.928654118522333
6 7 28 152 42 212 32 22 7 2 7 7 0.723684210526316 0.89622641509434 0.667731629392971 0.800766283524904 0.84973156653426 0.938399950347567 0.804838078092375 0.891867351272918
6 7 29 152 42 38 23 9 3 4 3 2 0.322368421052632 0.526315789473684 0.249872514023457 0.39983680130559 0.334379328254848 0.624350761772853 0.278374793326732 0.435513582995975
6 7 30 152 42 75 29 11 4 2 3 2 0.421052631578947 0.48 0.289156626506024 0.448598130841121 0.570350877192982 0.579342105263158 0.403322974988241 0.574811333066959
6 7 31 152 42 57 23 11 5 1 2 3 0.467105263157895 0.684210526315789 0.384263114071607 0.555187969924812 0.91955216989843 0.736495844875346 0.691913773979772 0.817906662408961
6 7 32 152 42 104 30 11 2 3 2 3 0.427631578947368 0.548076923076923 0.316153255397218 0.480420124481328 0.434147267206478 0.576733299595142 0.329243083796445 0.495384309777404
6 7 33 152 42 57 25 9 5 1 3 2 0.342105263157895 0.368421052631579 0.21563981042654 0.354775828460039 0.568328716528163 0.407635041551247 0.311262744499173 0.474752669981572
6 7 34 152 42 94 30 13 3 4 4 2 0.559210526315789 0.648936170212766 0.429328475614805 0.600741513150272 0.568973964165734 0.722914333706607 0.467106493507505 0.636772443683708
6 7 35 152 42 146 38 17 7 2 4 4 0.664473684210526 0.623287671232877 0.474080569453758 0.643222058926447 1 0.691330209084355 0.691330209084355 0.817498801087014
6 7 36 152 42 3 1 1 0 1 0 1 0.0921052631578947 1 0.0921052631578947 0.168674698795181 0.0921052631578947 1 0.0921052631578947 0.168674698795181
6 7 37 152 42 16 5 3 0 1 0 1 0.197368421052632 0.8125 0.188770571151985 0.317589576547231 0.197368421052632 0.8125 0.188770571151985 0.317589576547231
6 7 38 152 42 19 8 4 2 1 0 1 0.236842105263158 0.736842105263158 0.218370883882149 0.35846372688478 0.286703601108033 0.736842105263158 0.260073588800144 0.412791111744178
6 7 39 152 42 19 10 5 1 2 0 2 0.230263157894737 0.631578947368421 0.202996616723055 0.337484933708317 0.234937673130194 0.631578947368421 0.206620903173415 0.342478574057521
6 7 40 152 42 30 15 5 2 1 1 1 0.210526315789474 0.633333333333333 0.187654320987654 0.316008316008316 0.305921052631579 0.716118421052632 0.272833854624987 0.428703013568682
6 7 41 152 42 14 11 5 3 1 1 1 0.263157894736842 0.571428571428571 0.21978021978022 0.36036036036036 0.37312030075188 0.606907894736842 0.300499077946827 0.462128859670153
6 7 42 152 42 5 2 1 0 1 0 1 0.0921052631578947 0.8 0.090032154340836 0.165191740412979 0.0921052631578947 0.8 0.090032154340836 0.165191740412979
6 7 43 152 42 14 9 4 1 2 1 1 0.243421052631579 0.642857142857143 0.214423696072118 0.353128313891835 0.244948308270677 0.678336466165413 0.219457608869662 0.359926589121997
6 7 44 152 42 15 5 4 2 1 1 1 0.203947368421053 0.8 0.194053208137715 0.325032765399738 0.222368421052632 0.833114035087719 0.212885658400006 0.351039946635756
6 7 45 152 42 4 4 1 1 1 0 1 0.0921052631578947 0.25 0.0721649484536082 0.134615384615385 0.126644736842105 0.25 0.0917759237187128 0.168122270742358
6 7 46 152 42 15 7 4 2 1 0 1 0.296052631578947 0.666666666666667 0.257879656160458 0.41002277904328 0.400438596491228 0.666666666666667 0.333637858578476 0.500342512672969
6 7 47 152 42 10 8 5 4 1 1 1 0.223684210526316 0.7 0.204116638078902 0.339031339031339 0.460526315789474 0.749671052631579 0.399146312781789 0.570556930516015
6 7 48 152 42 26 13 5 2 1 1 1 0.256578947368421 0.538461538461539 0.210323574730354 0.347549331635901 0.313512145748988 0.557565789473684 0.251055726205142 0.401350189198486
6 7 49 152 42 1 1 1 1 1 0 1 0.0921052631578947 1 0.0921052631578947 0.168674698795181 0.0921052631578947 1 0.0921052631578947 0.168674698795181
6 7 50 152 42 12 7 3 1 1 0 1 0.125 0.5 0.111111111111111 0.2 0.134046052631579 0.5 0.118201595358956 0.211413748378729
6 7 51 152 42 27 12 4 2 1 2 1 0.118421052631579 0.481481481481481 0.105026929982047 0.190089358245329 0.219785575048733 0.886208576998051 0.213753239782265 0.352218610465848
6 7 52 152 42 13 7 4 2 1 0 1 0.25 0.692307692307692 0.225 0.36734693877551 0.347165991902834 0.692307692307692 0.300759937646142 0.462437270616433
6 7 53 152 42 4 3 2 1 1 1 1 0.0263157894736842 0.75 0.0260869565217391 0.0508474576271186 0.0287828947368421 0.874177631578947 0.0286641452799502 0.0557308143993864
6 7 54 152 42 12 9 3 1 2 0 1 0.236842105263158 0.416666666666667 0.177865612648221 0.302013422818792 0.257949561403509 0.416666666666667 0.189511419019616 0.318637410266829
6 7 55 152 42 9 7 1 1 1 0 1 0.0921052631578947 0.111111111111111 0.053030303030303 0.100719424460432 0.133040935672515 0.111111111111111 0.0644475920679887 0.121091151031271
6 7 56 152 42 1 1 1 1 1 0 1 0.0526315789473684 1 0.0526315789473684 0.1 0.0526315789473684 1 0.0526315789473684 0.1
6 7 57 152 42 28 8 6 3 1 0 1 0.401315789473684 0.857142857142857 0.376156217882837 0.546676624346527 0.800986842105263 0.857142857142857 0.706650544135429 0.82811392943177
6 7 58 152 42 23 5 5 3 1 0 2 0.263157894736842 1 0.263157894736842 0.416666666666667 0.489702517162471 1 0.489702517162471 0.657450076804916
6 7 59 152 42 14 5 4 2 1 1 1 0.282894736842105 0.857142857142857 0.270157068062827 0.425391591096455 0.411184210526316 0.892622180451128 0.391804267417809 0.5630163329571
6 7 60 152 42 9 4 3 2 1 1 1 0.230263157894737 0.888888888888889 0.223820943245404 0.365774003919007 0.353070175438596 0.944078947368421 0.345837481008016 0.51393646838991
6 7 61 152 42 110 19 15 7 2 4 3 0.592105263157895 0.954545454545454 0.575868372943327 0.730858468677494 1 0.984649122807017 0.984649122807017 0.992265193370166
6 7 62 152 42 79 17 11 3 2 1 3 0.532894736842105 0.848101265822785 0.486464682681965 0.654525719109932 0.610842771485676 0.850197090828337 0.551486704221766 0.71091386438712
6 7 63 152 42 140 28 19 7 1 7 3 0.690789473684211 0.9 0.641547861507128 0.781637717121588 1 1 1 1
6 7 64 152 42 36 11 9 3 1 2 3 0.421052631578947 0.916666666666667 0.405529953917051 0.577049180327869 0.459429824561403 0.935063352826511 0.445224629848813 0.616132081689459
6 7 65 152 42 52 17 12 5 2 3 4 0.519736842105263 0.865384615384615 0.480860273231435 0.649433686518086 0.818161690283401 0.908369180161943 0.755785761205623 0.860908862464697
6 7 66 152 42 24 12 9 4 3 2 1 0.453947368421053 0.833333333333333 0.416164053075995 0.587734241908007 0.580043859649123 1 0.580043859649123 0.734212352532963
6 7 67 152 42 26 14 11 7 1 0 3 0.605263157894737 0.846153846153846 0.545258620689655 0.705718270571827 1 0.846153846153846 0.846153846153846 0.916666666666667
6 7 68 152 42 64 20 13 2 3 2 3 0.598684210526316 0.734375 0.492118283281556 0.659623689080814 0.605160361842105 0.765419407894737 0.510483327697217 0.675920506154101
6 7 69 152 42 161 37 21 9 2 5 8 0.703947368421053 0.782608695652174 0.588810761235096 0.741196844333269 1 0.82117317750899 0.82117317750899 0.901806799759916
6 7 70 152 42 161 29 18 8 1 6 4 0.657894736842105 0.838509316770186 0.583910034602076 0.737302020753687 1 0.935691811049363 0.935691811049363 0.966777671639901
6 7 71 152 42 47 21 11 8 1 1 3 0.5 0.553191489361702 0.356164383561644 0.525252525252525 1 0.556714259051885 0.556714259051885 0.715242705351657
6 7 72 152 42 21 10 5 3 1 0 1 0.315789473684211 0.666666666666667 0.272727272727273 0.428571428571429 0.663533834586466 0.666666666666667 0.498235709244883 0.665096561469618
6 7 73 152 42 24 12 7 4 1 1 1 0.394736842105263 0.583333333333333 0.30791788856305 0.47085201793722 0.722587719298246 0.604029605263158 0.49032514580785 0.658010967857706
6 7 74 152 42 46 13 8 2 2 3 1 0.328947368421053 0.630434782608696 0.275770254849753 0.43231961836613 0.335383295194508 0.760011441647597 0.303266227793656 0.465394132566553
6 7 75 152 42 31 13 6 2 1 0 2 0.421052631578947 0.516129032258065 0.30188679245283 0.463768115942029 0.522920203735144 0.516129032258065 0.350897180290515 0.519502424625764
6 7 76 152 42 80 23 13 3 4 4 2 0.559210526315789 0.6875 0.445875059608965 0.616754617414248 0.598190789473684 0.799259868421053 0.520057316349406 0.684260140398368
6 7 77 152 42 41 19 12 7 2 3 4 0.375 0.682926829268293 0.319391634980989 0.484149855907781 0.52102053915276 0.710185333761232 0.429665243371748 0.601071118380717
6 7 78 152 42 92 20 14 8 1 3 5 0.552631578947368 0.891304347826087 0.517739025856885 0.682250396196513 1 0.930177345537757 0.930177345537757 0.963825782836142
6 7 79 152 42 163 38 18 5 2 5 5 0.605263157894737 0.711656441717791 0.486063035161232 0.654162069388255 0.899499515660316 0.806122860833064 0.739516412632452 0.850255171221206
6 7 80 152 42 65 16 10 4 1 2 2 0.467105263157895 0.8 0.418262150220913 0.589823468328141 0.842813765182186 0.884058704453441 0.758927831274023 0.862943683964928
6 7 81 152 42 32 13 6 3 1 1 2 0.236842105263158 0.5625 0.2 0.333333333333333 0.303762335526316 0.593544407894737 0.251455848833949 0.401861318668564
6 7 82 152 42 114 25 13 5 3 2 6 0.5 0.87719298245614 0.467289719626168 0.636942675159236 0.570646737457679 0.881550092336103 0.530008235720728 0.692817493849713
6 7 83 152 42 215 32 20 7 2 6 6 0.664473684210526 0.762790697674419 0.550683200904285 0.710245910426002 0.790529375764994 0.845960832313342 0.691054937648734 0.817306312483953
6 7 84 152 42 90 22 12 4 3 3 3 0.546052631578947 0.588888888888889 0.395344657140289 0.566662372794023 0.585087719298246 0.605445906432749 0.423581520960928 0.595092749834245
6 8 9 81 21 76 23 13 3 1 6 1 0.876543209876543 0.802631578947368 0.721112221112221 0.837960723614201 0.949642625081221 1 0.949642625081222 0.974170971504749
6 8 10 81 21 43 16 13 6 2 5 2 0.888888888888889 0.883720930232558 0.795811518324607 0.886297376093294 1 1 1 1
6 8 11 81 21 36 18 9 4 2 2 2 0.790123456790123 0.722222222222222 0.605972323379461 0.754648526077097 0.958161865569273 0.763374485596708 0.738749923386448 0.849748331775778
6 8 12 81 21 36 18 9 4 2 2 2 0.790123456790123 0.722222222222222 0.605972323379461 0.754648526077097 0.958161865569273 0.763374485596708 0.738749923386448 0.849748331775778
6 8 13 81 21 68 18 13 5 1 6 2 0.790123456790123 0.838235294117647 0.685585416275136 0.813468614115286 1 1 1 1
6 8 14 81 21 67 18 13 5 1 6 1 0.876543209876543 0.865671641791045 0.771594528761476 0.871073506081438 1 1 1 1
6 8 15 81 21 96 30 12 1 3 4 2 0.876543209876543 0.625 0.574433656957929 0.729701952723535 0.87857938957476 0.707304526748971 0.644321905013381 0.783693147976567
6 8 16 81 21 46 24 8 3 3 5 1 0.469135802469136 0.543478260869565 0.336521431101665 0.503578054598463 0.511406333870102 1 0.511406333870102 0.676729113024949
6 8 17 81 21 65 28 10 6 2 5 2 0.518518518518518 0.430769230769231 0.307692307692308 0.470588235294118 0.719088319088319 0.544729344729345 0.44915078190906 0.619881364335828
6 8 18 81 21 77 31 12 4 2 8 1 0.530864197530864 0.480519480519481 0.337290650837397 0.504438807863031 0.57960557960558 1 0.57960557960558 0.733861144945189
6 8 19 81 21 119 32 16 6 2 8 2 0.925925925925926 0.756302521008403 0.713153724247226 0.832562442183164 1 1 1 1
6 8 20 81 21 69 29 10 4 3 5 2 0.518518518518518 0.536231884057971 0.35798203178991 0.527226463104326 0.550963201526809 0.661477903023797 0.429780423413088 0.601183813088084
6 8 21 81 21 62 23 11 5 3 4 1 0.851851851851852 0.580645161290323 0.527388535031847 0.690575479566305 1 0.867383512544803 0.867383512544803 0.928982725527831
6 8 22 81 21 77 20 9 2 1 2 2 0.728395061728395 0.766233766233766 0.595959595959596 0.746835443037975 0.764951098284432 0.856020522687189 0.677750416330739 0.807927579374991
6 8 23 81 21 207 31 14 2 2 6 2 0.901234567901235 0.72463768115942 0.671326098951628 0.803345438538572 0.962664758155901 1 0.962664758155902 0.98097726996475
6 8 24 81 21 187 33 14 0 3 7 2 0.802469135802469 0.593582887700535 0.517909697796282 0.682398562375863 0.802469135802469 0.898593780946722 0.735833144117552 0.84781552490937
6 8 25 81 21 225 44 14 0 2 7 1 0.888888888888889 0.711111111111111 0.653061224489796 0.790123456790123 0.888888888888889 1 0.888888888888889 0.941176470588235
6 8 26 81 21 293 36 14 3 1 6 3 0.814814814814815 0.716723549488055 0.61632870864461 0.762627930009904 0.90709139173303 0.898748577929465 0.822989062408814 0.902900713316792
6 8 27 81 21 172 35 15 3 5 7 2 0.91358024691358 0.697674418604651 0.654481132075472 0.791161796151105 0.928308929084123 1 0.928308929084123 0.962821791760344
6 8 28 81 21 212 32 14 2 3 7 1 0.888888888888889 0.712264150943396 0.654033567948024 0.790834697217676 0.89708051867381 1 0.89708051867381 0.945748490739793
6 8 29 81 21 38 23 6 2 2 4 1 0.246913580246914 0.368421052631579 0.173482032218092 0.295670538542767 0.258934372969461 0.784275503573749 0.24171844965136 0.389328917065262
6 8 30 81 21 75 29 10 5 1 6 1 0.419753086419753 0.426666666666667 0.268376911692156 0.423181641384675 0.876543209876543 1 0.876543209876543 0.934210526315789
6 8 31 81 21 57 23 8 4 1 5 1 0.382716049382716 0.473684210526316 0.268527430221367 0.423368740515933 0.479748754602556 0.820229586311458 0.434104042383831 0.605401044211889
6 8 32 81 21 104 30 11 2 4 6 2 0.444444444444444 0.567307692307692 0.331926863572433 0.498416050686378 0.456671415004748 0.966168091168091 0.449483687978571 0.620198339182988
6 8 33 81 21 57 25 7 3 1 3 1 0.382716049382716 0.333333333333333 0.216783216783217 0.35632183908046 0.619233268356075 0.645224171539961 0.461947265524892 0.631961598640887
6 8 34 81 21 94 30 10 2 3 4 1 0.728395061728395 0.585106382978723 0.480313795145056 0.648935106489351 0.736537956396112 0.816259521933281 0.631790226992774 0.774352262370268
6 8 35 81 21 146 38 12 5 2 6 1 0.753086419753086 0.534246575342466 0.454614943626983 0.625065685759327 0.96765601217656 0.899543378995434 0.873286011623569 0.932357372237778
6 8 36 81 21 3 1 1 0 1 0 1 0.135802469135802 1 0.135802469135802 0.239130434782609 0.135802469135802 1 0.135802469135802 0.239130434782609
6 8 37 81 21 16 5 2 0 1 1 1 0.148148148148148 0.4375 0.124444444444444 0.221343873517787 0.148148148148148 0.499228395061728 0.128980812359831 0.228490707632543
6 8 38 81 21 19 8 2 0 1 1 1 0.148148148148148 0.631578947368421 0.136363636363636 0.24 0.148148148148148 0.709551656920078 0.139677666922487 0.245117845117845
6 8 39 81 21 19 10 4 1 1 3 1 0.172839506172839 0.526315789473684 0.14957264957265 0.260223048327138 0.178687459389214 0.994152046783626 0.17849983772742 0.302927216471465
6 8 40 81 21 30 15 4 3 1 0 1 0.395061728395062 0.3 0.205567451820128 0.341030195381883 0.770987654320988 0.3 0.275453943982945 0.43193083573487
6 8 41 81 21 14 11 3 1 1 2 1 0.160493827160494 0.428571428571429 0.132203389830508 0.233532934131737 0.166225749559083 0.710758377425044 0.155693807950549 0.269437816278775
6 8 42 81 21 5 2 1 0 1 0 1 0.135802469135802 0.8 0.13134328358209 0.232189973614776 0.135802469135802 0.8 0.13134328358209 0.232189973614776
6 8 43 81 21 14 9 4 1 2 2 1 0.222222222222222 0.642857142857143 0.197802197802198 0.330275229357798 0.225088183421517 0.854497354497354 0.216779520970128 0.35631684661703
6 8 44 81 21 15 5 2 0 1 1 1 0.148148148148148 0.666666666666667 0.137931034482759 0.242424242424242 0.148148148148148 0.831275720164609 0.143823424706301 0.251478369125428
6 8 45 81 21 4 4 2 2 1 2 1 0.0246913580246914 0.5 0.0240963855421687 0.0470588235294118 0.0432098765432099 0.993827160493827 0.0431982828011806 0.0828189300411523
6 8 46 81 21 15 7 3 1 1 1 1 0.209876543209877 0.6 0.184115523465704 0.310975609756098 0.238683127572016 0.797530864197531 0.225046549342303 0.367408976357878
6 8 47 81 21 10 8 4 3 1 2 1 0.271604938271605 0.6 0.229965156794425 0.373937677053824 0.454938271604938 0.797530864197531 0.407835269850298 0.579379247820187
6 8 48 81 21 26 13 3 1 1 1 1 0.209876543209877 0.346153846153846 0.150294695481336 0.26131511528608 0.239553656220323 0.403133903133903 0.176834800314844 0.300526123577472
6 8 49 81 21 1 1 1 1 1 0 1 0.135802469135802 1 0.135802469135802 0.239130434782609 0.135802469135802 1 0.135802469135802 0.239130434782609
6 8 50 81 21 12 7 3 2 1 1 1 0.259259259259259 0.416666666666667 0.190217391304348 0.319634703196347 0.372427983539095 0.457818930041152 0.258441170902627 0.410732224720935
6 8 51 81 21 27 12 2 1 1 2 1 0.0246913580246914 0.296296296296296 0.0233236151603499 0.0455840455840456 0.0306355738454504 0.588934613625972 0.0299942059491382 0.0582415042257418
6 8 52 81 21 13 7 4 1 2 2 1 0.222222222222222 0.769230769230769 0.208333333333333 0.344827586206897 0.253561253561254 1 0.253561253561254 0.404545454545455
6 8 53 81 21 4 3 1 0 1 0 1 0.111111111111111 0.5 0.1 0.181818181818182 0.111111111111111 0.5 0.1 0.181818181818182
6 8 54 81 21 12 9 3 1 2 1 1 0.209876543209877 0.416666666666667 0.162213740458015 0.279146141215107 0.212705761316872 0.457818930041152 0.169906218360296 0.290461262097455
6 8 55 81 21 9 7 1 1 1 1 1 0.0123456790123457 0.111111111111111 0.0112359550561798 0.0222222222222222 0.0178326474622771 0.165980795610425 0.0163661523415147 0.0322052289990377
6 8 56 81 21 1 1 1 1 1 0 1 0.0617283950617284 1 0.0617283950617284 0.116279069767442 0.0617283950617284 1 0.0617283950617284 0.116279069767442
6 8 57 81 21 28 8 6 3 1 2 1 0.555555555555556 0.75 0.46875 0.638297872340426 0.984126984126984 0.855820105820106 0.844167596119447 0.915499868770897
6 8 58 81 21 23 5 3 2 1 1 1 0.209876543209877 0.826086956521739 0.20099564405725 0.334715025906736 0.280730005367686 0.847557702630166 0.267236617329119 0.421762776855925
6 8 59 81 21 14 5 5 2 2 0 1 0.567901234567901 1 0.567901234567901 0.724409448818898 0.728395061728395 1 0.728395061728395 0.842857142857143
6 8 60 81 21 9 4 2 1 1 0 1 0.358024691358025 0.777777777777778 0.3248 0.490338164251208 0.45679012345679 0.777777777777778 0.40405616224649 0.575555555555555
6 8 61 81 21 110 19 8 4 1 4 1 0.580246913580247 0.790909090909091 0.503075787401575 0.669395105181305 1 1 1 1
6 8 62 81 21 79 17 7 1 2 3 1 0.481481481481481 0.721518987341772 0.406027397260274 0.57755261106781 0.487576183778715 1 0.487576183778715 0.655531043176804
6 8 63 81 21 140 28 12 4 1 5 2 0.765432098765432 0.671428571428571 0.556850754825148 0.71535534552596 0.888007054673721 0.900705467372134 0.808827199938851 0.894311186791302
6 8 64 81 21 36 11 8 3 1 4 1 0.592592592592593 0.805555555555556 0.518435754189944 0.682855040470934 0.808641975308642 1 0.808641975308642 0.89419795221843
6 8 65 81 21 52 17 8 3 1 2 1 0.716049382716049 0.730769230769231 0.566580976863753 0.723334427305546 1 0.901709401709402 0.901709401709402 0.948314606741573
6 8 66 81 21 24 12 7 2 3 1 2 0.604938271604938 0.75 0.503424657534247 0.669703872437358 0.683813443072702 0.770576131687243 0.568143898269365 0.724606841115002
6 8 67 81 21 26 14 9 5 2 3 1 0.716049382716049 0.730769230769231 0.566580976863753 0.723334427305546 1 1 1 1
6 8 68 81 21 64 20 12 2 2 5 1 0.864197530864197 0.6875 0.620467365028203 0.765788165091994 0.876350308641975 1 0.876350308641975 0.934100956101573
6 8 69 81 21 161 37 14 6 1 6 2 0.901234567901235 0.701863354037267 0.651734218219167 0.789151439778054 1 0.803082585691281 0.803082585691281 0.890788466445522
6 8 70 81 21 161 29 10 2 1 3 1 0.839506172839506 0.763975155279503 0.666613533115486 0.7999617426235 1 1 1 1
6 8 71 81 21 47 21 9 5 1 4 1 0.703703703703704 0.553191489361702 0.448683015440509 0.619435736677116 1 0.889414236931967 0.889414236931967 0.941470874461282
6 8 72 81 21 21 10 6 3 1 2 1 0.555555555555556 0.80952380952381 0.491329479768786 0.658914728682171 1 0.997648442092887 0.997648442092887 0.998822836962919
6 8 73 81 21 24 12 6 3 1 0 1 0.679012345679012 0.541666666666667 0.43124246079614 0.602612726506532 1 0.541666666666667 0.541666666666667 0.702702702702703
6 8 74 81 21 46 13 5 0 2 0 1 0.555555555555556 0.478260869565217 0.345911949685535 0.514018691588785 0.555555555555556 0.478260869565217 0.345911949685535 0.514018691588785
6 8 75 81 21 31 13 6 2 1 3 1 0.518518518518518 0.516129032258065 0.348909657320872 0.517321016166282 0.542413381123058 0.802867383512545 0.478664018300088 0.647427694697505
6 8 76 81 21 80 23 8 2 2 2 1 0.802469135802469 0.5875 0.513272849462366 0.678361274564228 0.918287037037037 0.698611111111111 0.657723534090426 0.793526206951404
6 8 77 81 21 41 19 10 7 1 5 1 0.703703703703704 0.585365853658537 0.46961894953656 0.639103013314646 1 0.88647997591087 0.88647997591087 0.939824421388667
6 8 78 81 21 92 20 9 4 1 5 1 0.604938271604938 0.706521739130435 0.483454766241651 0.651795763839149 1 1 1 1
6 8 79 81 21 163 38 10 2 1 5 1 0.716049382716049 0.50920245398773 0.423655724720584 0.595165976386227 1 0.993940771036886 0.993940771036886 0.996961179062524
6 8 80 81 21 65 16 7 2 1 3 1 0.580246913580247 0.6 0.41839762611276 0.589958158995816 0.920607787274454 0.850712250712251 0.79256604113724 0.884280994896478
6 8 81 81 21 32 13 5 3 1 3 1 0.283950617283951 0.4375 0.208010335917313 0.344385026737968 0.481288580246914 0.715277777777778 0.403907601921895 0.575404822039515
6 8 82 81 21 114 25 7 1 2 3 1 0.481481481481481 0.771929824561404 0.421518054532056 0.593053395541732 0.484540827377085 1 0.484540827377085 0.652782083781664
6 8 83 81 21 215 32 11 1 1 5 1 0.839506172839506 0.641860465116279 0.57170707932253 0.727498255678735 0.845650301464255 0.928969279356876 0.794291420986174 0.885353863587686
6 8 84 81 21 90 22 8 2 2 3 1 0.703703703703704 0.5 0.41304347826087 0.584615384615385 0.770850480109739 0.713991769547325 0.588981981523469 0.741332486298895
6 9 10 76 23 43 16 13 5 4 2 1 0.828947368421053 0.883720930232558 0.74742428972838 0.855458281222083 1 0.975520195838433 0.975520195838433 0.987608426270136
6 9 11 76 23 36 18 10 4 3 2 1 0.657894736842105 0.777777777777778 0.55379746835443 0.712830957230143 0.734649122807017 0.832602339181287 0.640103405642351 0.780564692982456
6 9 12 76 23 36 18 10 4 3 2 1 0.657894736842105 0.777777777777778 0.55379746835443 0.712830957230143 0.734649122807017 0.832602339181287 0.640103405642351 0.780564692982456
6 9 13 76 23 68 18 12 4 1 2 2 0.75 0.823529411764706 0.646153846153846 0.785046728971963 1 0.881578947368421 0.881578947368421 0.937062937062937
6 9 14 76 23 67 18 14 5 1 3 1 0.842105263157895 0.940298507462687 0.799365582870737 0.888497135301895 1 1 1 1
6 9 15 76 23 96 30 16 5 3 4 2 0.881578947368421 0.6875 0.629376601195559 0.772536687631027 0.979235197368421 0.749177631578947 0.737462012342664 0.848895696255627
6 9 16 76 23 46 24 11 6 2 3 2 0.578947368421053 0.673913043478261 0.452254641909814 0.622831050228311 0.868564073226545 0.866990846681922 0.766436075701834 0.867776746913772
6 9 17 76 23 65 28 13 8 1 4 3 0.631578947368421 0.569230769230769 0.427333974975938 0.598786244099798 1 0.640080971659919 0.640080971659919 0.780548012836337
6 9 18 76 23 77 31 12 3 3 3 2 0.631578947368421 0.584415584415584 0.435835351089588 0.6070826306914 0.677033492822966 0.709372863978127 0.530018196195661 0.692826003656078
6 9 19 76 23 119 32 14 5 1 1 3 0.868421052631579 0.747899159663866 0.671774931381519 0.803666712272541 1 0.770013268465281 0.770013268465281 0.870064967516242
6 9 20 76 23 69 29 13 6 3 3 3 0.657894736842105 0.652173913043478 0.487012987012987 0.655021834061135 0.826468344774981 0.687929061784897 0.601103884877084 0.750861815469557
6 9 21 76 23 62 23 14 6 4 3 2 0.815789473684211 0.741935483870968 0.635472370766488 0.777111716621253 1 0.813561120543294 0.813561120543294 0.897197355333216
6 9 22 76 23 77 20 10 2 2 2 2 0.631578947368421 0.779220779220779 0.535714285714286 0.697674418604651 0.65105946684894 0.798444976076555 0.559161381603031 0.717259147386189
6 9 23 76 23 207 31 16 4 2 3 3 0.894736842105263 0.739130434782609 0.68 0.809523809523809 1 0.751048817696415 0.751048817696415 0.857827389055268
6 9 24 76 23 187 33 14 1 3 3 2 0.802631578947368 0.582887700534759 0.509814445637172 0.675333908892387 0.804812834224599 0.602677314945117 0.525821065055039 0.689230312908377
6 9 25 76 23 225 44 16 5 1 4 2 0.881578947368421 0.693333333333333 0.634261787729838 0.776205859418514 1 0.719649122807018 0.719649122807018 0.836972046521118
6 9 26 76 23 293 36 15 3 1 3 3 0.828947368421053 0.73037542662116 0.634715879666682 0.77654580537396 0.946964253637507 0.747215735584696 0.717201830950022 0.835314542558155
6 9 27 76 23 172 35 15 3 3 3 2 0.868421052631579 0.761627906976744 0.682830516506081 0.811526187347475 0.90766523867809 0.787446450428397 0.729046088148289 0.843292834292296
6 9 28 76 23 212 32 13 2 2 3 2 0.789473684210526 0.726415094339623 0.608535300316122 0.756632820176875 0.802569513406157 0.740379841112214 0.62630896635643 0.770221377749159
